,date,adm1_code,data,prediction
1357,2022-11-01,2211,0.3858977723502452,0.3880710887039644
1358,2022-11-02,2211,0.38573357516935686,0.3866825420424906
1359,2022-11-03,2211,0.3843717106233987,0.3854033565164176
1360,2022-11-04,2211,0.3813965524739434,0.3852330697715846
1361,2022-11-05,2211,0.37744299802015574,0.3854775661618081
1362,2022-11-06,2211,0.375450009453452,0.3857023729958204
1363,2022-11-07,2211,0.3726367023018909,0.38439336931487594
1364,2022-11-08,2211,0.3694749727845289,0.3839851743557123
1365,2022-11-09,2211,0.3663983742832713,0.38404265837898527
1366,2022-11-10,2211,0.3627781101835266,0.3843868114069668
1367,2022-11-11,2211,0.36050242332218035,0.38395530358111535
1368,2022-11-12,2211,0.35843231355805466,0.3849898348577884
1369,2022-11-13,2211,0.35756271601213435,0.38371240953138147
1370,2022-11-14,2211,0.3579695379518425,0.38351169508105193
1371,2022-11-15,2211,0.35852986357838035,0.383744911757913
1372,2022-11-16,2211,0.3578009440113167,0.383638003842589
1373,2022-11-17,2211,0.3576791203891536,0.382921908052322
1374,2022-11-18,2211,0.35768462659465106,0.38204511813974057
1375,2022-11-19,2211,0.35713802732382083,0.3820827226169971
1376,2022-11-20,2211,0.35948281717118974,0.3813407812283007
1377,2022-11-21,2211,0.3607001127898072,0.38129183184510146
1378,2022-11-22,2211,0.36183157293533996,0.3802538700417248
1379,2022-11-23,2211,0.36182264467884484,0.3797354483992425
1380,2022-11-24,2211,0.3611907643874951,0.3790933908910123
1381,2022-11-25,2211,0.36217815220340344,0.378282113002297
1382,2022-11-26,2211,0.36455794199386105,0.3769514691100088
1383,2022-11-27,2211,0.36608346987054025,0.37677835300719414
1384,2022-11-28,2211,0.36628127688738843,0.37646457739329015
1385,2022-11-29,2211,0.36555332757573444,0.37607856840049897
1386,2022-11-30,2211,0.3619080216519389,0.3760541323587862
1387,2022-12-01,2211,0.3590679580665239,0.3749007424355117
1388,2022-12-02,2211,0.3565697679273952,0.3743099207074014
1389,2022-12-03,2211,0.35561139203982917,0.37382784020310317
1390,2022-12-04,2211,0.3550897490192117,0.3736897399664489
1391,2022-12-05,2211,0.3548191256038121,0.37410972733205233
1392,2022-12-06,2211,0.35242678329381677,0.37383324094271336
1393,2022-12-07,2211,0.3505849384432391,0.3738468401149479
1394,2022-12-08,2211,0.350511003304636,0.3724753977746335
1395,2022-12-09,2211,0.35081145900504696,0.37107246462410365
1396,2022-12-10,2211,0.35341398715101235,0.370900309646186
1397,2022-12-11,2211,0.353956614802919,0.36994501669114505
1398,2022-12-12,2211,0.35462030352425133,0.36993879731899176
1399,2022-12-13,2211,0.35350407103713366,0.3688160879552928
1400,2022-12-14,2211,0.3520748573416648,0.36802833434348975
1401,2022-12-15,2211,0.3500054876032276,0.36723225843315993
1402,2022-12-16,2211,0.3490514325496249,0.365647667089161
1403,2022-12-17,2211,0.3496078988141893,0.365535856226143
1404,2022-12-18,2211,0.3480806775057962,0.36457041185503875
1405,2022-12-19,2211,0.34606951734176583,0.36344208847886
1406,2022-12-20,2211,0.34156797094350155,0.3623758619666663
1407,2022-12-21,2211,0.33836009193892563,0.36140574794417296
1408,2022-12-22,2211,0.3355939544214155,0.36057130340641413
1409,2022-12-23,2211,0.33468052058416065,0.3608775781483022
1410,2022-12-24,2211,0.332261328724918,0.36047654319709216
1411,2022-12-25,2211,0.33027028711561207,0.35970247257655535
1412,2022-12-26,2211,0.32802520530912344,0.3582915039748517
1413,2022-12-27,2211,0.324858679000133,0.3580115558595029
1414,2022-12-28,2211,0.3228286574728582,0.35696152318423663
1415,2022-12-29,2211,0.32126796743344976,0.3567329356462327
1416,2022-12-30,2211,0.3207081058816737,0.35578873101776515
3166,2022-11-01,2216,0.40359159362575003,0.3984300805485052
3167,2022-11-02,2216,0.4031700197337786,0.3967913929835138
3168,2022-11-03,2216,0.40312864253790454,0.3958782898724255
3169,2022-11-04,2216,0.40271401600667234,0.3956987637091604
3170,2022-11-05,2216,0.4007136202927105,0.39391909451188417
3171,2022-11-06,2216,0.39874427578466315,0.3922438808247623
3172,2022-11-07,2216,0.39644150648802057,0.39111677282454343
3173,2022-11-08,2216,0.3955500664429673,0.390586067037302
3174,2022-11-09,2216,0.39445790994973895,0.3893445246383724
3175,2022-11-10,2216,0.3934363515093412,0.3890656494066295
3176,2022-11-11,2216,0.3914323653139008,0.38859426514210077
3177,2022-11-12,2216,0.38851994909868454,0.389546017208713
3178,2022-11-13,2216,0.3845056317463337,0.38767613382043214
3179,2022-11-14,2216,0.3805303694132794,0.38723278795333477
3180,2022-11-15,2216,0.3777191086588201,0.38626757734419676
3181,2022-11-16,2216,0.3739631041520701,0.38597652320714565
3182,2022-11-17,2216,0.3652235347063426,0.38393603828700157
3183,2022-11-18,2216,0.3562453191836733,0.3814848084464845
3184,2022-11-19,2216,0.34737470243221563,0.3800037168428478
3185,2022-11-20,2216,0.33728177543977506,0.3791242428586063
3186,2022-11-21,2216,0.3316422996580923,0.3780082744077024
3187,2022-11-22,2216,0.32592110717715556,0.3775212783828554
3188,2022-11-23,2216,0.3227549790215861,0.3759308588221845
3189,2022-11-24,2216,0.32013474675813647,0.37518915724905105
3190,2022-11-25,2216,0.31752437013524737,0.37426162515731426
3191,2022-11-26,2216,0.3197497732348103,0.37362926830502124
3192,2022-11-27,2216,0.32693883828963777,0.373917628125864
3193,2022-11-28,2216,0.3338940927984996,0.37357889492960544
3194,2022-11-29,2216,0.3436534889376651,0.37232871171982856
3195,2022-11-30,2216,0.3556322240707947,0.37124263127298923
3196,2022-12-01,2216,0.36385005065646137,0.37067882162483307
3197,2022-12-02,2216,0.3731833649461406,0.36900052805395694
3198,2022-12-03,2216,0.382595118403977,0.36834519547374817
3199,2022-12-04,2216,0.3913138851163696,0.3687988855406818
3200,2022-12-05,2216,0.40259805645381946,0.3684413042381582
3201,2022-12-06,2216,0.4110746477102718,0.3670322224959907
3202,2022-12-07,2216,0.41903127202559143,0.3660101816520271
3203,2022-12-08,2216,0.42644299730430335,0.3647613227829513
3204,2022-12-09,2216,0.4323358689121147,0.3640584722623405
3205,2022-12-10,2216,0.43762454553024044,0.36338653420062633
3206,2022-12-11,2216,0.4426082493551635,0.3630310856267986
3207,2022-12-12,2216,0.44754409418740504,0.36211953316779705
3208,2022-12-13,2216,0.45289518415785945,0.3614656404122886
3209,2022-12-14,2216,0.45724231090388373,0.3609323986336765
3210,2022-12-15,2216,0.4607800635185552,0.3603597693607387
3211,2022-12-16,2216,0.4647357964511632,0.35902781044097515
3212,2022-12-17,2216,0.4678746539791522,0.3588988520667133
3213,2022-12-18,2216,0.4709774602183874,0.358346398966032
3214,2022-12-19,2216,0.4723744792068504,0.35730957989545437
3215,2022-12-20,2216,0.4714112704276804,0.355953708337265
3216,2022-12-21,2216,0.4704782363877202,0.35569753502460094
3217,2022-12-22,2216,0.46896571710644164,0.35486573730559917
3218,2022-12-23,2216,0.46464261245031924,0.3533385806247768
3219,2022-12-24,2216,0.4610668470237992,0.35215599467011066
3220,2022-12-25,2216,0.4559622071141862,0.35056060557218166
3221,2022-12-26,2216,0.45058201566891176,0.34910866622777553
3222,2022-12-27,2216,0.44791683983475467,0.34747572620363804
3223,2022-12-28,2216,0.445746895042762,0.34649382163735004
3224,2022-12-29,2216,0.44248385149702063,0.34526535500736805
3225,2022-12-30,2216,0.4399842312475327,0.34390635420532795
4975,2022-11-01,2240,0.436124502444678,0.45174820996883397
4976,2022-11-02,2240,0.43895212118701366,0.4514580900647405
4977,2022-11-03,2240,0.4421163270720857,0.45091464867412184
4978,2022-11-04,2240,0.44678055124026705,0.4503412671253744
4979,2022-11-05,2240,0.45079925114844555,0.4502056425769541
4980,2022-11-06,2240,0.45487041116995097,0.4504397868510995
4981,2022-11-07,2240,0.4584263740734774,0.45045882494716977
4982,2022-11-08,2240,0.46195396418147655,0.4506312731752831
4983,2022-11-09,2240,0.46451757711605196,0.45017701115987335
4984,2022-11-10,2240,0.4639431015549841,0.4497914790042404
4985,2022-11-11,2240,0.46130165097768183,0.4488000167400304
4986,2022-11-12,2240,0.4586054766468477,0.44826965088552867
4987,2022-11-13,2240,0.45500150490509367,0.4482359654136661
4988,2022-11-14,2240,0.44864550828308164,0.44765358379638825
4989,2022-11-15,2240,0.4440817613770734,0.44733493410579
4990,2022-11-16,2240,0.4382712847796474,0.44758415882072483
4991,2022-11-17,2240,0.4337670951904021,0.44673125826350485
4992,2022-11-18,2240,0.42818746384436573,0.4469136061013404
4993,2022-11-19,2240,0.4221955112261579,0.44668603137663637
4994,2022-11-20,2240,0.4181905397270696,0.44605636371827756
