,date,adm1_code,data,prediction
940,2022-12-01,1926,0.6226460103896361,0.6372645419771101
941,2022-12-02,1926,0.6238734497083486,0.638730914725947
942,2022-12-03,1926,0.6260892153294045,0.6407219212716695
943,2022-12-04,1926,0.6273682286007058,0.6427987715443846
944,2022-12-05,1926,0.6286591165877178,0.6443370174831029
945,2022-12-06,1926,0.6281076789928203,0.6458447803026315
946,2022-12-07,1926,0.6288617865284105,0.6482204463547345
947,2022-12-08,1926,0.6300374052752526,0.6500636967113491
948,2022-12-09,1926,0.6311344101476217,0.6516444482123729
949,2022-12-10,1926,0.6323347049465693,0.6535959862387057
950,2022-12-11,1926,0.6341551414094295,0.6563904587393876
951,2022-12-12,1926,0.6356670544322476,0.6592700708871957
952,2022-12-13,1926,0.6364943147874933,0.6624992847657081
953,2022-12-14,1926,0.6370575237512682,0.6651803277647372
954,2022-12-15,1926,0.640887964473271,0.6669658743059512
955,2022-12-16,1926,0.6457474484982005,0.6693724565422412
956,2022-12-17,1926,0.6505714457060104,0.6722453557169314
957,2022-12-18,1926,0.6550380505325161,0.6746911019301292
958,2022-12-19,1926,0.6577565449604276,0.677658981106269
959,2022-12-20,1926,0.6609662315069211,0.6801443569576617
960,2022-12-21,1926,0.6637103943627414,0.683122126779544
961,2022-12-22,1926,0.6627475809558501,0.6859346911525603
962,2022-12-23,1926,0.665460830362366,0.6888997540092345
963,2022-12-24,1926,0.6682047274688259,0.691405808947074
964,2022-12-25,1926,0.6700092904124396,0.6933445468759414
965,2022-12-26,1926,0.672565020035037,0.6959623269951221
966,2022-12-27,1926,0.6741485301809371,0.698978512010562
967,2022-12-28,1926,0.6764007575864537,0.7014375835871574
968,2022-12-29,1926,0.6809065929521592,0.7043082028841849
969,2022-12-30,1926,0.6856388800270898,0.7060596108651038
970,2022-12-31,1926,0.6928053629216879,0.7046707108831283
971,2023-01-01,1926,0.703678606220105,0.7059787869667884
972,2023-01-02,1926,0.7098108511163727,0.7079303771471854
973,2023-01-03,1926,0.7156422991615454,0.7100044474220153
974,2023-01-04,1926,0.7204669987410159,0.7125547737097617
975,2023-01-05,1926,0.725115209806062,0.7143285110807296
976,2023-01-06,1926,0.7288864108368193,0.7168735474562522
977,2023-01-07,1926,0.7315584349571616,0.7184075400447723
978,2023-01-08,1926,0.7312644278609255,0.7197472140407439
979,2023-01-09,1926,0.7302937095163121,0.7225912496662017
980,2023-01-10,1926,0.7281567840989542,0.7246113181328651
981,2023-01-11,1926,0.7260196337671336,0.7259671822404739
982,2023-01-12,1926,0.7257555921146599,0.7262151524639007
983,2023-01-13,1926,0.725761409806971,0.7279787719464179
984,2023-01-14,1926,0.7247755764748112,0.7303894072985526
985,2023-01-15,1926,0.7241566221662948,0.7324686184739944
986,2023-01-16,1926,0.7231599886450446,0.7354840547060844
987,2023-01-17,1926,0.7212368784365168,0.7365438550925132
988,2023-01-18,1926,0.7213490572329657,0.7392521634912368
989,2023-01-19,1926,0.7216830022006558,0.7417846083855506
990,2023-01-20,1926,0.7221961780857441,0.7435493752574798
991,2023-01-21,1926,0.7266089998193515,0.7448138132905837
992,2023-01-22,1926,0.7305755542623845,0.746722182652938
993,2023-01-23,1926,0.7330238996611859,0.7482539326166984
994,2023-01-24,1926,0.7373503057334854,0.7492428481793281
995,2023-01-25,1926,0.739803532121824,0.7503100022888061
996,2023-01-26,1926,0.7432348981982961,0.752072444579589
997,2023-01-27,1926,0.7481943778785847,0.7536230817651626
998,2023-01-28,1926,0.752603320305322,0.7556055322503921
999,2023-01-29,1926,0.7563639136517444,0.7577538252091285
2302,2022-12-01,1927,0.7184373788389646,0.7064122458826232
2303,2022-12-02,1927,0.7098114725457461,0.7093017056025046
2304,2022-12-03,1927,0.7002831062410813,0.7148584985546249
2305,2022-12-04,1927,0.6892416826363477,0.7168326993844885
2306,2022-12-05,1927,0.6800274494746745,0.7205703464708704
2307,2022-12-06,1927,0.6726892820969833,0.7245902904681343
2308,2022-12-07,1927,0.665133120915393,0.7266504188440222
2309,2022-12-08,1927,0.6542116244642394,0.7295906936190504
2310,2022-12-09,1927,0.6413512493656316,0.7329449170641082
