date,p,q,rmse
2022-06-01,2.0,3.0,0.7166971800389803
2022-07-01,4.0,5.0,0.07306823644369291
2022-08-01,3.0,9.0,0.06669759618202097
2022-09-01,3.0,9.0,0.05341806981774393
2022-10-01,4.0,9.0,0.05883106908931673
2022-11-01,3.0,5.0,0.0686125192998468
2022-12-01,3.0,5.0,0.054249898247856254
2023-01-01,2.0,3.0,0.06593458303040348
2023-02-01,3.0,5.0,0.0694923292862637
2023-03-01,2.0,3.0,0.07766770029931946
2023-04-01,2.0,3.0,0.0930812394107669
2023-05-01,2.0,3.0,0.10380247873735908
