date,p,q,rmse
2022-06-01,4.0,5.0,0.07471127822933069
2022-07-01,1.0,3.0,0.05694486466753406
2022-08-01,4.0,5.0,0.06836434606027107
2022-09-01,1.0,1.0,0.07070633568200956
2022-10-01,1.0,9.0,0.04377031660296192
2022-11-01,1.0,9.0,0.039429903001728064
2022-12-01,1.0,9.0,0.049483925049946004
2023-01-01,1.0,3.0,0.036323934445845495
2023-02-01,4.0,5.0,0.03604648926134422
2023-03-01,4.0,5.0,0.0274054076782441
2023-04-01,4.0,5.0,0.046200596096773114
2023-05-01,4.0,5.0,0.033687901729146416
