,date,adm1_code,data,prediction,split,forecast_step
1743,2023-05-01,3407,0.5057827875947696,0.5022430872425585,12,1
1744,2023-05-02,3407,0.5088125185670348,0.5011060683881241,12,2
1745,2023-05-03,3407,0.511056667725417,0.5017266852771727,12,3
1746,2023-05-04,3407,0.5142383292494198,0.5040879063591437,12,4
1747,2023-05-05,3407,0.5171951693719572,0.5026089417492603,12,5
1748,2023-05-06,3407,0.5167451093288002,0.502605144171544,12,6
1749,2023-05-07,3407,0.5144702249134602,0.5028008391170465,12,7
1750,2023-05-08,3407,0.5125290146057586,0.5051558152983985,12,8
1751,2023-05-09,3407,0.5106443111147327,0.5029687854554951,12,9
1752,2023-05-10,3407,0.5089779312665244,0.5043685497094128,12,10
1753,2023-05-11,3407,0.5078670001620368,0.5050781777828699,12,11
1754,2023-05-12,3407,0.506348885875338,0.507025863431021,12,12
1755,2023-05-13,3407,0.5052903889979884,0.5075699810315482,12,13
1756,2023-05-14,3407,0.5042677781370095,0.5057598886069493,12,14
1757,2023-05-15,3407,0.5036081611575525,0.5082953993616521,12,15
1758,2023-05-16,3407,0.5040517704511912,0.5054824411224639,12,16
1759,2023-05-17,3407,0.5029933746727404,0.5077967989271635,12,17
1760,2023-05-18,3407,0.5024510475609913,0.5059750508183676,12,18
1761,2023-05-19,3407,0.5044783975074536,0.5089304348466747,12,19
1762,2023-05-20,3407,0.5067282094753492,0.5067040507103544,12,20
1763,2023-05-21,3407,0.510217441630944,0.5120741314895281,12,21
1764,2023-05-22,3407,0.5126570097512266,0.5119874398729657,12,22
1765,2023-05-23,3407,0.5154377344189436,0.5092404293098656,12,23
1766,2023-05-24,3407,0.5186140505980369,0.5104942685792382,12,24
1767,2023-05-25,3407,0.5215415102581129,0.510727483049975,12,25
1768,2023-05-26,3407,0.5253036654730228,0.5146945995464626,12,26
1769,2023-05-27,3407,0.5286606812244574,0.5143012838656571,12,27
1770,2023-05-28,3407,0.5301557263244187,0.5125381003799832,12,28
1771,2023-05-29,3407,0.5286584098002154,0.5190950850384597,12,29
1772,2023-05-30,3407,0.5279283204062449,0.5150136655734938,12,30
1773,2023-05-31,3407,0.5265924200192769,0.5122233527949698,12,31
1774,2023-06-01,3407,0.526519320844643,0.5133505026138232,12,32
1775,2023-06-02,3407,0.5261493612798759,0.520438107634449,12,33
1776,2023-06-03,3407,0.5260352528212267,0.5164927675952053,12,34
1777,2023-06-04,3407,0.5250268109952733,0.5198864898247302,12,35
1778,2023-06-05,3407,0.5242504457616562,0.5165655992036174,12,36
1779,2023-06-06,3407,0.5262548728726208,0.5152698759134009,12,37
1780,2023-06-07,3407,0.5280946198418052,0.5182744306421849,12,38
1781,2023-06-08,3407,0.5303813228114813,0.5204530045864966,12,39
1782,2023-06-09,3407,0.532394072892781,0.5184500890238329,12,40
1783,2023-06-10,3407,0.5347515900335481,0.5175122386426921,12,41
1784,2023-06-11,3407,0.5359956587632096,0.5178346453976033,12,42
1785,2023-06-12,3407,0.5385871012324437,0.5220810317262581,12,43
1786,2023-06-13,3407,0.5397078170476327,0.5240151868905387,12,44
