,date,adm1_code,data,prediction,split,forecast_step
910,2022-11-01,1926,0.6304887290332198,0.6339832726188102,6,1
911,2022-11-02,1926,0.626218806917803,0.631655131986266,6,2
912,2022-11-03,1926,0.6215843017011663,0.6283612402838838,6,3
913,2022-11-04,1926,0.6175142460815715,0.6252999805121296,6,4
914,2022-11-05,1926,0.6134449901118024,0.6225898752345367,6,5
915,2022-11-06,1926,0.61268376015403,0.621175894387536,6,6
916,2022-11-07,1926,0.6113244804887871,0.6174535508465128,6,7
917,2022-11-08,1926,0.6111985163030101,0.6148753227804313,6,8
918,2022-11-09,1926,0.6135632217986883,0.6130193200612802,6,9
919,2022-11-10,1926,0.6134413251454013,0.6114482266852537,6,10
920,2022-11-11,1926,0.611873172946751,0.6094159809037941,6,11
921,2022-11-12,1926,0.6105444178512561,0.6079593093874915,6,12
922,2022-11-13,1926,0.6096747875411639,0.607155408526501,6,13
923,2022-11-14,1926,0.6087184529010963,0.6067285613412491,6,14
924,2022-11-15,1926,0.604579089021698,0.6057161085907422,6,15
925,2022-11-16,1926,0.5983377070085584,0.6040805399172953,6,16
926,2022-11-17,1926,0.5923741839980984,0.6042177174492134,6,17
927,2022-11-18,1926,0.585070061808452,0.6046617846142295,6,18
928,2022-11-19,1926,0.5788109332173249,0.6052922808646441,6,19
929,2022-11-20,1926,0.5766715426892873,0.6055139474068948,6,20
930,2022-11-21,1926,0.5773570396288318,0.6061593849245592,6,21
931,2022-11-22,1926,0.5792440111279525,0.6064338622382975,6,22
932,2022-11-23,1926,0.5804680714145248,0.6083930799675454,6,23
933,2022-11-24,1926,0.5828931685226865,0.6082933630766905,6,24
934,2022-11-25,1926,0.5863020081790207,0.608847311548123,6,25
935,2022-11-26,1926,0.5918547332802329,0.6108218731984136,6,26
936,2022-11-27,1926,0.5988628824748689,0.6123440143559384,6,27
937,2022-11-28,1926,0.6068131744082182,0.6120991740940084,6,28
938,2022-11-29,1926,0.6147739950161063,0.613588823447152,6,29
939,2022-11-30,1926,0.6205259630320357,0.6149922355120963,6,30
940,2022-12-01,1926,0.6226460103896361,0.6144511826882563,6,31
941,2022-12-02,1926,0.6238734497083486,0.6144184984331775,6,32
942,2022-12-03,1926,0.6260892153294045,0.615827800765001,6,33
943,2022-12-04,1926,0.6273682286007058,0.6167995523924101,6,34
944,2022-12-05,1926,0.6286591165877178,0.6165465230900429,6,35
945,2022-12-06,1926,0.6281076789928203,0.6168017903075136,6,36
946,2022-12-07,1926,0.6288617865284105,0.6170504101726537,6,37
947,2022-12-08,1926,0.6300374052752526,0.6179510343300809,6,38
948,2022-12-09,1926,0.6311344101476217,0.6182277226374113,6,39
949,2022-12-10,1926,0.6323347049465693,0.6178731693590989,6,40
950,2022-12-11,1926,0.6341551414094295,0.6162956463880824,6,41
951,2022-12-12,1926,0.6356670544322476,0.6183813710597788,6,42
952,2022-12-13,1926,0.6364943147874933,0.6178205908772127,6,43
953,2022-12-14,1926,0.6370575237512682,0.6154174133616068,6,44
954,2022-12-15,1926,0.640887964473271,0.6155190411118903,6,45
955,2022-12-16,1926,0.6457474484982005,0.6157678677819842,6,46
956,2022-12-17,1926,0.6505714457060104,0.6165066323216888,6,47
957,2022-12-18,1926,0.6550380505325161,0.6155292964841148,6,48
958,2022-12-19,1926,0.6577565449604276,0.6151203611393482,6,49
959,2022-12-20,1926,0.6609662315069211,0.61644242050538,6,50
960,2022-12-21,1926,0.6637103943627414,0.6166533736433054,6,51
961,2022-12-22,1926,0.6627475809558501,0.616762223720395,6,52
962,2022-12-23,1926,0.665460830362366,0.6157627523369333,6,53
963,2022-12-24,1926,0.6682047274688259,0.6172856715400146,6,54
964,2022-12-25,1926,0.6700092904124396,0.6163510837250573,6,55
965,2022-12-26,1926,0.672565020035037,0.6157515799524699,6,56
966,2022-12-27,1926,0.6741485301809371,0.6139091729574455,6,57
967,2022-12-28,1926,0.6764007575864537,0.6149291311925831,6,58
968,2022-12-29,1926,0.6809065929521592,0.61573552965741,6,59
2272,2022-11-01,1927,0.6832987202248237,0.6855400480747369,6,1
2273,2022-11-02,1927,0.6810294406686302,0.6810463988974546,6,2
2274,2022-11-03,1927,0.6778294489271628,0.6780588391133371,6,3
2275,2022-11-04,1927,0.6762112172100109,0.6755763901956355,6,4
2276,2022-11-05,1927,0.6719051166441499,0.6732375716643794,6,5
2277,2022-11-06,1927,0.6682456438098894,0.6699544976311823,6,6
2278,2022-11-07,1927,0.6694276738316898,0.6685138709722283,6,7
2279,2022-11-08,1927,0.6736299905431545,0.6684527886047998,6,8
2280,2022-11-09,1927,0.6837773188828123,0.6686081371520267,6,9
2281,2022-11-10,1927,0.6946279381654767,0.6673167374545301,6,10
2282,2022-11-11,1927,0.7070992117690637,0.6690026553558777,6,11
2283,2022-11-12,1927,0.7169366838704886,0.6727587419865069,6,12
2284,2022-11-13,1927,0.7299768711998118,0.6739379046966042,6,13
2285,2022-11-14,1927,0.7407365829248436,0.6738551996497327,6,14
2286,2022-11-15,1927,0.753393256536044,0.6794454969330268,6,15
2287,2022-11-16,1927,0.7651599438066953,0.6807268272452813,6,16
2288,2022-11-17,1927,0.7729565822489546,0.6832584381871292,6,17
2289,2022-11-18,1927,0.7790037770853611,0.684963685511812,6,18
2290,2022-11-19,1927,0.780030268716,0.6868098269524205,6,19
2291,2022-11-20,1927,0.779953521147626,0.6886366808358322,6,20
2292,2022-11-21,1927,0.7750465618156015,0.6910820974975753,6,21
2293,2022-11-22,1927,0.7703642568358455,0.6919827140297203,6,22
2294,2022-11-23,1927,0.7620191943748416,0.694823616772287,6,23
2295,2022-11-24,1927,0.7549103987197839,0.6982955974653678,6,24
2296,2022-11-25,1927,0.7457727470996598,0.7004706842579776,6,25
2297,2022-11-26,1927,0.736212915688519,0.7006422401231606,6,26
2298,2022-11-27,1927,0.7311573138583085,0.7026753166258133,6,27
2299,2022-11-28,1927,0.7286183813480066,0.7032432585535728,6,28
2300,2022-11-29,1927,0.7258923025719473,0.7044134044001045,6,29
2301,2022-11-30,1927,0.7203552178966064,0.7062451663795564,6,30
2302,2022-12-01,1927,0.7184373788389646,0.705435297752093,6,31
2303,2022-12-02,1927,0.7098114725457461,0.704340208314465,6,32
2304,2022-12-03,1927,0.7002831062410813,0.7052935333875506,6,33
2305,2022-12-04,1927,0.6892416826363477,0.704261456175949,6,34
2306,2022-12-05,1927,0.6800274494746745,0.7049320717709755,6,35
2307,2022-12-06,1927,0.6726892820969833,0.7040031528126844,6,36
2308,2022-12-07,1927,0.665133120915393,0.7038761416446749,6,37
2309,2022-12-08,1927,0.6542116244642394,0.7023312551633747,6,38
2310,2022-12-09,1927,0.6413512493656316,0.7023733910173287,6,39
2311,2022-12-10,1927,0.629131464713423,0.7012158842112474,6,40
