,FCS,FCS,FCS,rCSI,rCSI,rCSI,PEWI,PEWI,PEWI,rainfall,rainfall,rainfall,log rainfall 3 months anomaly,log rainfall 3 months anomaly,log rainfall 3 months anomaly,log rainfall 1 month anomaly,log rainfall 1 month anomaly,log rainfall 1 month anomaly,NDVI,NDVI,NDVI,log NDVI anomaly,log NDVI anomaly,log NDVI anomaly,rainfall_ndvi_seasonality,rainfall_ndvi_seasonality,rainfall_ndvi_seasonality,CE official,headline inflation,food inflation,Battles,Battles,Battles,Violence against civilians,Violence against civilians,Violence against civilians,Remote violence,Remote violence,Remote violence,Ramadan,day of the year,lean season
,2211,2216,2240,2211,2216,2240,2211,2216,2240,2211,2216,2240,2211,2216,2240,2211,2216,2240,2211,2216,2240,2211,2216,2240,2211,2216,2240,national,national,national,2211,2216,2240,2211,2216,2240,2211,2216,2240,national,national,national
2019-02-22,0.317390680650383,0.4209760455316832,0.3328247092769064,0.3208281857258488,0.3149177636102399,0.4158014394034626,-0.1795599274582574,-0.4636875340519056,0.0111546599737792,0.997905099101935,0.0081952000831071,-0.000643442159149,0.0705847285267673,0.00073982911935,3.907472654106716e-06,0.0701631538019764,0.000742150639044,7.015074052153186e-07,0.2693496124498999,0.2304788179019562,0.1999624390482808,0.0060314680127801,0.0280888023955856,-0.0065333643715969,-5.679321841602348e-07,-4.896414807244597e-06,2.807370264419434e-07,305.8004562036653,11.292595454966332,13.464241718428044,18.000549092013156,303.0000610504542,120.000315017965,1.999526798686672,128.00013499340733,-0.0002888790460708,-3.323229391394649e-05,100.99988397843318,0.0004870319280361,-8.299066712935751e-07,52.99873280366017,5.926407885224378e-06
2019-02-23,0.307833511385328,0.422205931794034,0.3396090169547345,0.3127698082953715,0.3131598429944135,0.397575304188943,-0.1848948715490793,-0.4642421098553739,0.0126868221387513,1.1334335191721436,0.0099519190350143,-0.0002194375406178,0.0798180837624474,0.0008485118618628,6.831143270542027e-07,0.0801698733194055,0.0008501550975368,2.4039054327549077e-06,0.2692978140239128,0.2302195424461674,0.1997593257721495,0.0070247934737095,0.0282125542018067,-0.0064899259874222,3.6001606008007782e-06,3.1097096470466766e-06,1.7106467693397205e-06,305.7987621750168,11.29061681541024,13.463537117269611,17.999337590386833,304.000403188276,120.0010181400644,1.999705576091457,128.00033011986514,0.0005923295883392,0.0001354143823132,91.0001198476163,-0.0011069343498796,-1.1644809818305888e-06,53.9999854889201,1.9860830842618797e-06
2019-02-24,0.3162730381564186,0.444693518897077,0.336258728091122,0.2885038501557344,0.3050869595852002,0.3912165931579139,-0.1902230001757612,-0.4648121550372255,0.0142164330936093,1.2709942583329878,0.0115743306386123,-0.000795573580995,0.0890576547604504,0.0009566447630782,-5.027200904348458e-07,0.090176774744853,0.0009530929704267,3.414039643397069e-06,0.2692521100015296,0.2299606421082416,0.1995547361125088,0.0080172535572461,0.0283356550150708,-0.0064476419199169,5.274954519076261e-06,-6.208558233433245e-06,-1.1303727145111688e-06,305.79809818825976,11.288675557264837,13.46288026140754,17.000244287218763,303.9994036723472,119.99939297014842,2.000373514725573,124.00001974677286,0.0004488381279604,0.0003853994754037,101.00037184029016,-0.0003660633112918,-1.9385749728741725e-06,55.00033403587376,6.017247601830084e-06
2019-02-25,0.3222251440866194,0.4350448914957766,0.3286663053816604,0.2711629192270883,0.3046454185728989,0.392932303451389,-0.1955292424934118,-0.4653737329764127,0.0157315900565434,1.4068215553805592,0.0126090324853498,-0.0003710997273112,0.0982912106693899,0.0010590130671542,-1.1440596802931845e-07,0.1001851245304758,0.0010587600745382,-1.087690723819858e-06,0.2691976260680998,0.2296973446227087,0.1993519216877902,0.0090117254950188,0.028458379364846,-0.0064047719692506,1.1251974158640745e-06,1.6232851481501653e-06,-1.9186322010796448e-06,305.7996512723846,11.286763300995815,13.462253143448022,16.999496705432662,297.99984049527217,120.00121435964276,1.9996923752720333,123.99987762147974,-0.0005964831749728,2.365978327720875e-05,100.99981542820166,-9.849302120241376e-05,-1.1168398618580195e-06,56.00136327723513,8.320151540518635e-06
2019-02-26,0.3159536107157299,0.4302335850010267,0.3112241924550008,0.2783343727554909,0.3223132808430435,0.3996299796742422,-0.2008603560262355,-0.4659352149036394,0.0172790032174525,1.3310109014253355,0.0113507574770561,-0.0001697111026175,0.0926837434197724,0.001054977255535,-3.404047908400386e-06,0.094277582960818,0.0010592717099352,-2.070801312753104e-08,0.2692866598028183,0.2288260838494983,0.1991408200328899,0.0118951350339318,0.0298984032551003,-0.0055925664363531,-4.600275339529967e-07,-3.994808773795434e-06,8.903737290662082e-06,305.79875338626744,11.284788452891291,13.46160584814302,16.999495427224403,294.00002384873574,119.99999574060844,1.9995138604268612,123.99975722602386,-0.0001447794920538,0.0004788223070538,101.0000503183288,-0.0005601360554102,-2.6285713744921302e-06,57.000199444816914,-7.923527243151816e-06
2019-02-27,0.3230601216170806,0.4330838363888503,0.3186659324723453,0.2797805190657466,0.3199815249366667,0.3945933907938828,-0.2061852892022743,-0.4664988352507311,0.0187981244309601,1.2552876847254717,0.0102399959648204,-0.0001609087091539,0.0870728972286447,0.0010488343577935,3.362898749563755e-06,0.0883736166493513,0.001048286322444,-4.878517461498459e-06,0.2693733994813899,0.2279507017837441,0.1989354329744749,0.0147799350860203,0.0313372877198516,-0.0047804380187822,-2.0423097510674186e-06,-5.808873310497468e-07,4.443196677787924e-06,305.80065319317856,11.282835164315046,13.461029439555936,16.99991165275766,293.9998630605088,120.00030116935156,1.9998616557949824,124.0001721121946,0.0001076886374891,0.0001222259713771,101.0000611841164,0.0006071956900656,3.018086066606102e-06,57.99976314893439,-7.544589652406987e-06
2019-02-28,0.3122294658137337,0.4317494257475118,0.3172960223003929,0.2980653219747005,0.3350324381853436,0.3847955069817953,-0.2115051512663426,-0.4670597503059239,0.0203332036117138,1.1802340287808168,0.0076524759608171,-0.0002080385449779,0.0814689804035794,0.0010459675736954,2.953413550002154e-06,0.0824736953101721,0.0010435524575203,-1.0928607878502556e-06,0.2694657204200896,0.2270769427992592,0.1987294055108665,0.0176649447573108,0.0327769664620414,-0.0039685800520129,-1.1657271046298615e-06,2.3480037753733493e-06,-5.180975450477536e-06,305.81955309839947,11.280953464923826,13.460285274793227,16.99980059528572,297.000914412419,119.99898593239573,1.999515344757288,124.0003271166114,0.000753193385486,-0.0008772151281054,100.99984823132436,0.000133260989226,3.5382377982552114e-06,58.99988016342771,1.0240093375185162e-06
2019-03-01,0.3168511567559796,0.4481758874970521,0.3134050436008827,0.3068378329430685,0.3205684316730187,0.4080530750993974,-0.21682985389727,-0.4676174482604853,0.0218562953866118,1.1052254371057493,0.0069480001220331,5.747500091674932e-05,0.0758574931242115,0.0010414887051972,-6.909585478067104e-07,0.0765764762224545,0.0010350669220045,3.136066820182729e-06,0.2695484793190331,0.226201909997462,0.1985270249426692,0.02054917797378,0.0342162390776634,-0.0031567987379718,5.282008561777794e-06,-9.841228756342432e-08,6.063369689371788e-06,305.79975555300393,11.279039722780778,13.459700904327049,16.999833916236327,299.00017525720324,101.99886891073125,2.000172222835083,124.00045795701558,-1.405534063838662e-05,-0.0005442631793791,100.99978306930512,-0.000487175057883,6.34994731657509e-07,59.99993345901829,-2.520317345084303e-06
2019-03-02,0.3061408923374015,0.4364386605985131,0.3049441389312934,0.3024107418653097,0.3051546808998623,0.4131890612498272,-0.2221461001040864,-0.4681902438078304,0.0233757012019208,1.0294544964787635,0.0056187081447121,-0.0001535411998223,0.0702505114832434,0.0010286393154726,1.086441871355611e-06,0.0706719158883563,0.0010341867620903,-2.392587369056928e-06,0.2696357932301902,0.2253203265340437,0.1983215512241311,0.0234344136305196,0.0356548759493848,-0.0023447062344812,-8.618200577072209e-06,-7.435065493667648e-07,1.2619749821047244e-06,305.7996698449426,11.277078343806894,13.45899917873399,16.99971179911325,298.9999002194277,102.00080362084375,1.9995992715160515,123.9996964008798,0.00031667072667,-0.0002160657356036,99.00014416358584,0.0005049848249622,1.9084817613517684e-06,61.00201131493057,1.944035314870153e-06
2019-03-03,0.327366781572752,0.4452246703895129,0.2952331229928552,0.3064096079512666,0.3027210830134647,0.4004046568437526,-0.2274977694388174,-0.468745346206593,0.0249165285463766,0.9543426728323074,0.0042178596861978,0.0001679130863733,0.064647396412907,0.0010293612575151,-6.830256660571293e-08,0.0647642072038183,0.0010276014024346,9.157255199210284e-07,0.2697252839801858,0.224448935545085,0.1981129035980309,0.0263178800533686,0.0370955473926957,-0.0015324989227127,-3.5795652120359894e-08,6.051439017393594e-07,-1.4313463561774056e-07,305.7978623169504,11.27522927998521,13.45837072238003,16.999500757147434,298.0002826282436,101.99899999387166,1.999884646938412,124.00033447800288,-0.000229971487749,-0.0005197957199692,98.99983055096864,-0.0001863043448433,-5.661719053384695e-07,61.99856993664664,-1.6834937242388228e-06
2019-03-04,0.3222950970976377,0.4411454272217227,0.3034789927114659,0.2967339752476735,0.3131714775106436,0.383268648106211,-0.2327882972315637,-0.4693105060112355,0.0264350042863604,0.8784103621537188,0.002706846550834,0.0002094406414382,0.059041312202302,0.0010207550230603,2.814395589706664e-07,0.0588642487341492,0.0010200786348791,-5.294309231580179e-06,0.2698097271887323,0.2235738061368595,0.1979074611775302,0.0292026365946737,0.0385343390945282,-0.0007207085490153,-3.779114662874855e-06,-5.097160218904432e-06,-6.648734385963733e-06,305.7999730919576,11.27316584974724,13.45776284963298,16.99823068575744,297.0006097215917,102.00020836983788,2.0002553304987645,124.00020665922612,0.0003432074451247,0.0003981288154384,99.00022535946724,0.0003316793424576,9.855032230242027e-08,62.999490408130974,-7.632795547081654e-06
2019-03-05,0.307351943860622,0.4300983639329019,0.2926020423172555,0.2940976087355275,0.3093978325247134,0.3662445877245787,-0.2381051193336136,-0.4698865786537929,0.0279605129243615,0.8030840329643452,0.0009710634698026,-0.0001365190425541,0.0534345046664654,0.0010170773973387,-1.204470317805231e-06,0.0529591988942946,0.0010123870919612,-3.352562056070903e-06,0.2699001215212001,0.2227004838937257,0.1976993688005462,0.0320872844403709,0.039972475943785,9.082369667596828e-05,2.627471745234526e-06,1.2526202748965147e-05,4.8246577244658445e-06,305.8815204234334,11.27127746362904,13.457020859430829,16.998317297656428,296.9994191156583,101.99997680977,2.0003827931778253,123.99995731808455,-4.5360082175172834e-05,-0.0002728624196295,98.99979412739128,8.186244084430301e-05,2.9910885454037924e-06,64.00086876813364,-7.370815806772972e-07
2019-03-06,0.3129400753485441,0.4284462373435581,0.2925413686317734,0.2837568424966639,0.304495235422942,0.3597949884719174,-0.2434360830340874,-0.4704394754309428,0.0294897945651757,0.8622835231497714,0.0016368126479382,0.0001082547265349,0.0469431115222839,0.0010075558938103,-1.96850578483608e-07,0.046424008516675,0.0010037911847372,3.407973788719572e-07,0.2700886767047146,0.2224938571052661,0.1970316556211711,0.0326108349724714,0.0404599086363152,0.00062864023153,3.0185353157533853e-06,4.636724421284449e-06,-2.1646584541819097e-06,305.8791238291321,11.26934763620353,13.456461082890163,16.99959362036847,303.00001029707374,101.9995342200776,1.999219728352464,122.99954005730277,-5.746135115038262e-05,0.0004022575566928,104.00047999265568,3.165912681516638e-07,-7.105330023579987e-06,64.99964446778097,3.0278194058425564e-06
