,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,food_inflation,headline_inflation,pewi_1,pewi_1,pewi_1,pewi_1,pewi_1,pewi_1,pewi_1,pewi_1,pewi_1,pewi_5,pewi_5,pewi_5,pewi_5,pewi_5,pewi_5,pewi_5,pewi_5,pewi_5,pewi_6,pewi_6,pewi_6,pewi_6,pewi_6,pewi_6,pewi_6,pewi_6,pewi_7,pewi_7,pewi_7,pewi_7,pewi_7,pewi_7,pewi_7,pewi_7,pewi_6,Battles,Remote violence,Violence against civilians,Battles,Violence against civilians,Battles,Violence against civilians,Battles,Violence against civilians,Battles,Violence against civilians,Battles,Violence against civilians,Battles,Violence against civilians,Battles,Violence against civilians,Battles,Violence against civilians,Battles,Violence against civilians,CE official,rainfall_value,rainfall_value,rainfall_value,rainfall_value,rainfall_value,rainfall_value,rainfall_value,rainfall_value,rainfall_value,rainfall_value,rainfall_1_month_anomaly,rainfall_1_month_anomaly,rainfall_1_month_anomaly,rainfall_1_month_anomaly,rainfall_1_month_anomaly,rainfall_1_month_anomaly,rainfall_1_month_anomaly,rainfall_1_month_anomaly,rainfall_1_month_anomaly,rainfall_1_month_anomaly,rainfall_3_months_anomaly,rainfall_3_months_anomaly,rainfall_3_months_anomaly,rainfall_3_months_anomaly,rainfall_3_months_anomaly,rainfall_3_months_anomaly,rainfall_3_months_anomaly,rainfall_3_months_anomaly,rainfall_3_months_anomaly,rainfall_3_months_anomaly,ndvi_value,ndvi_value,ndvi_value,ndvi_value,ndvi_value,ndvi_value,ndvi_value,ndvi_value,ndvi_value,ndvi_value,ndvi_anomaly,ndvi_anomaly,ndvi_anomaly,ndvi_anomaly,ndvi_anomaly,ndvi_anomaly,ndvi_anomaly,ndvi_anomaly,ndvi_anomaly,ndvi_anomaly,rainfall_ndvi_seasonality,rainfall_ndvi_seasonality,rainfall_ndvi_seasonality,rainfall_ndvi_seasonality,rainfall_ndvi_seasonality,rainfall_ndvi_seasonality,rainfall_ndvi_seasonality,rainfall_ndvi_seasonality,rainfall_ndvi_seasonality,rainfall_ndvi_seasonality
,901001,901002,901003,901004,901005,901006,901007,901008,901009,901010,901001,901002,901003,901004,901005,901006,901007,901008,901009,901010,national,national,901001,901002,901003,901004,901005,901006,901007,901008,901009,901001,901002,901003,901004,901005,901006,901007,901008,901009,901001,901002,901003,901004,901005,901006,901007,901008,901001,901002,901003,901004,901005,901008,901009,901006,901009,901001,901001,901001,901002,901002,901003,901003,901004,901004,901005,901005,901006,901006,901007,901007,901008,901008,901009,901009,901010,901010,national,901009,901008,901007,901006,901005,901004,901003,901002,901001,901010,901009,901008,901007,901006,901005,901004,901003,901002,901001,901010,901009,901008,901007,901006,901005,901004,901003,901002,901001,901010,901009,901008,901007,901006,901005,901004,901003,901002,901001,901010,901009,ndvi_anomaly,901007,901006,901005,901004,901003,901002,901001,901010,901001,901002,901003,901004,901005,901006,901007,901008,901009,901010
2023-01-12,0.649808426,0.516068726,0.560714264,0.589743576,0.5563554,0.578898163,0.619469643,0.760962296,0.597836609,0.596932793,0.571137314,0.599917374,0.647688217,0.566085472,0.532298012,0.703515625,0.559465981,0.703611526,0.575223312,0.643807297,48.36774194,49.04193548,1.870806452,3.138064516,3.16483871,3.096774194,2.312365591,2.578064516,2.142248848,2.308612903,1.377365591,1.385887097,1.057419355,2.071182796,2.028709677,1.072096774,1.266129032,1.119516129,0.989032258,1.826370968,1.910322581,4.173870968,2.073870968,0.471451613,0.707419355,0.380645161,2.471451613,2.832903226,2.130967742,1.540338983,2.153064516,-0.129032258,1.611290323,2.080322581,1.689354839,0.906129032,1.700806452,131,0,167,0,2,1,0,0,0,7,57,0,8,0,1,2,0,3,0,1,1,147,11.34724,24.09688,15.51012,8.56554,5.68212,14.57736,27.38854,12.9262,8.1268,19.14546,0.7733628,0.5387666,0.6695614,0.8069408,0.7954808,0.6469866,0.863336,0.8256656,0.7448938,0.7408326,0.7935466,0.479389,0.54434,0.7977654,0.8006484,0.7067656,0.788933,0.7478236,0.7677022,0.6243286,0.57594,0.7626,0.69816,0.55992,0.53818,0.66258,0.70666,0.67688,0.564,0.71162,0.8854496,ndvi_anomaly,0.9959554,0.980513,0.974836,0.9646896,0.9663888,0.9982914,0.9969162,0.9781452,0,0,1,1,0,0,1,1,1,0
2023-01-13,0.661639862,0.513136253,0.55420639,0.590443573,0.532006035,0.558378334,0.651137772,0.764036179,0.600902367,0.580490341,0.578150482,0.610657997,0.639063416,0.566985474,0.554829521,0.685296021,0.583718376,0.710373993,0.57828907,0.624043274,48.39677419,49.07419355,1.889731183,3.109395161,3.141958525,3.077741935,2.311989247,2.590645161,2.168488479,2.300129032,1.394489247,1.397204301,1.054193548,2.060994624,2.014596774,1.087634409,1.263790323,1.141827957,0.963655914,1.823709677,1.913225806,4.068709677,2.088709677,0.524516129,0.754193548,0.436451613,2.484516129,2.829032258,2.129677419,1.516101695,2.150645161,-0.130322581,1.542903226,2.043225806,1.633548387,0.971290323,1.740564516,129,0,167,0,2,1,0,0,0,7,57,0,8,0,1,2,0,3,0,1,1,147,11.18752,25.73594,16.58091,8.98767,5.48986,14.31698,28.27282,13.9862,8.5329,20.35683,0.7758789,0.5527008,0.6846722,0.8181149,0.7944039,0.6454158,0.880318,0.8459013,0.7521309,0.7589128,0.7960973,0.48004,0.5438095,0.8069432,0.8038447,0.7131708,0.7983025,0.7521428,0.7706271,0.6229393,0.57402,0.76095,0.69618,0.55691,0.53554,0.66039,0.70463,0.67474,0.56105,0.70956,0.8842848,ndvi_anomaly,0.9956142,0.9803155,0.9743215,0.9636063,0.9654324,0.9983842,0.9966051,0.9777991,0,0,1,1,0,0,1,1,1,0
2023-01-14,0.656489182,0.5686166,0.510205879,0.575699997,0.504261665,0.592606506,0.653673477,0.775077362,0.631604118,0.56895977,0.577695236,0.635671349,0.592929497,0.594449997,0.555718918,0.687187195,0.612497787,0.717509842,0.603800964,0.609149094,48.42580645,49.10645161,1.908655914,3.080725806,3.119078341,3.058709677,2.311612903,2.603225806,2.194728111,2.291645161,1.411612903,1.408521505,1.050967742,2.050806452,2.000483871,1.103172043,1.261451613,1.164139785,0.93827957,1.821048387,1.916129032,3.963548387,2.103548387,0.577580645,0.800967742,0.492258065,2.497580645,2.82516129,2.128387097,1.491864407,2.148225806,-0.131612903,1.474516129,2.006129032,1.577741935,1.036451613,1.780322581,131,0,162,0,2,1,0,0,0,7,57,0,8,0,1,2,0,3,0,1,1,146,11.0278,27.375,17.6517,9.4098,5.2976,14.0566,29.1571,15.0462,8.939,21.5682,0.778395,0.566635,0.699783,0.829289,0.793327,0.643845,0.8973,0.866137,0.759368,0.776993,0.798648,0.480691,0.543279,0.816121,0.807041,0.719576,0.807672,0.756462,0.773552,0.62155,0.5721,0.7593,0.6942,0.5539,0.5329,0.6582,0.7026,0.6726,0.5581,0.7075,0.88312,ndvi_anomaly,0.995273,0.980118,0.973807,0.962523,0.964476,0.998477,0.996294,0.977453,0,0,1,1,0,0,1,1,1,0
2023-01-15,0.659482956,0.554408875,0.521972466,0.577463417,0.508256302,0.597910423,0.650590134,0.764709854,0.646452484,0.543244171,0.565507965,0.626568604,0.559224625,0.597121964,0.565186844,0.698295517,0.605499687,0.70783226,0.597952881,0.593458214,48.45483871,49.13870968,1.927580645,3.052056452,3.096198157,3.039677419,2.311236559,2.615806452,2.220967742,2.28316129,1.428736559,1.41983871,1.047741935,2.04061828,1.986370968,1.118709677,1.259112903,1.186451613,0.912903226,1.818387097,1.919032258,3.858387097,2.118387097,0.630645161,0.847741935,0.548064516,2.510645161,2.821290323,2.127096774,1.467627119,2.145806452,-0.132903226,1.406129032,1.969032258,1.521935484,1.101612903,1.820080645,131,0,162,0,2,1,0,0,0,7,57,0,8,0,1,2,0,3,0,1,1,147,10.80002,27.22344,17.60563,9.01144,5.21486,14.58679,28.66139,14.75235,8.9951,21.11138,0.7905826,0.5901773,0.7185662,0.8419158,0.8029515,0.6674682,0.9316493,0.8877179,0.7795004,0.7990995,0.8038815,0.4845107,0.5480108,0.8246779,0.8144624,0.7280695,0.8165816,0.7654525,0.7812598,0.6264998,0.57058,0.75759,0.69229,0.55153,0.53067,0.65633,0.70067,0.67077,0.55551,0.70576,0.8822407,ndvi_anomaly,0.9949313,0.9803713,0.9734289,0.961624,0.9635736,0.9989308,0.9959916,0.9774126,0,0,1,1,0,0,1,1,1,0
2023-01-16,0.657295609,0.568103065,0.541842728,0.559468155,0.496133156,0.616664848,0.664088898,0.753102112,0.658946991,0.532071953,0.573059692,0.616052475,0.548037605,0.578944893,0.55202095,0.714474182,0.626883583,0.709229507,0.609294167,0.581808128,48.48387097,49.17096774,1.946505376,3.023387097,3.073317972,3.020645161,2.310860215,2.628387097,2.247207373,2.274677419,1.445860215,1.431155914,1.044516129,2.030430108,1.972258065,1.134247312,1.256774194,1.208763441,0.887526882,1.815725806,1.921935484,3.753225806,2.133225806,0.683709677,0.894516129,0.603870968,2.523709677,2.817419355,2.125806452,1.443389831,2.143387097,-0.134193548,1.337741935,1.931935484,1.466129032,1.166774194,1.85983871,131,0,152,0,2,1,0,0,0,7,57,0,8,0,1,2,0,3,0,1,1,146,10.57224,27.07188,17.55956,8.61308,5.13212,15.11698,28.16568,14.4585,9.0512,20.65456,0.8027702,0.6137196,0.7373494,0.8545426,0.812576,0.6910914,0.9659986,0.9092988,0.7996328,0.821206,0.809115,0.4883304,0.5527426,0.8332348,0.8218838,0.736563,0.8254912,0.774443,0.7889676,0.6314496,0.56906,0.75588,0.69038,0.54916,0.52844,0.65446,0.69874,0.66894,0.55292,0.70402,0.8813614,ndvi_anomaly,0.9945896,0.9806246,0.9730508,0.960725,0.9626712,0.9993846,0.9956892,0.9773722,0,0,1,1,0,0,1,1,1,0
2023-01-17,0.666879654,0.583458138,0.522907486,0.551037865,0.509633141,0.591644135,0.688016891,0.758898315,0.681247177,0.578586693,0.573287544,0.624770393,0.518160973,0.567610397,0.560186348,0.740707092,0.675785599,0.70492836,0.607372971,0.589085236,48.51290323,49.20322581,1.965430108,2.994717742,3.050437788,3.001612903,2.310483871,2.640967742,2.273447005,2.266193548,1.462983871,1.442473118,1.041290323,2.020241935,1.958145161,1.149784946,1.254435484,1.231075269,0.862150538,1.813064516,1.92483871,3.648064516,2.148064516,0.736774194,0.941290323,0.659677419,2.536774194,2.813548387,2.124516129,1.419152542,2.140967742,-0.135483871,1.269354839,1.89483871,1.410322581,1.231935484,1.899596774,131,0,145,0,2,1,0,0,0,7,57,0,8,0,1,2,0,3,0,1,1,147,10.34446,26.92032,17.51349,8.21472,5.04938,15.64717,27.66997,14.16465,9.1073,20.19774,0.8149578,0.6372619,0.7561326,0.8671694,0.8222005,0.7147146,1.0003479,0.9308797,0.8197652,0.8433125,0.8143485,0.4921501,0.5574744,0.8417917,0.8293052,0.7450565,0.8344008,0.7834335,0.7966754,0.6363994,0.56754,0.75417,0.68847,0.54679,0.52621,0.65259,0.69681,0.66711,0.55033,0.70228,0.8804821,ndvi_anomaly,0.9942479,0.9808779,0.9726727,0.959826,0.9617688,0.9998384,0.9953868,0.9773318,0,0,1,1,0,0,1,1,1,0
2023-01-18,0.663370743,0.611636391,0.545873909,0.586816673,0.504476128,0.591480141,0.671933212,0.746504288,0.6915065,0.556043892,0.570051651,0.641683731,0.501388893,0.525833321,0.579692039,0.80975914,0.655137787,0.704599228,0.621254997,0.604778976,48.54193548,49.23548387,1.984354839,2.966048387,3.027557604,2.982580645,2.310107527,2.653548387,2.299686636,2.257709677,1.480107527,1.453790323,1.038064516,2.010053763,1.944032258,1.165322581,1.252096774,1.253387097,0.836774194,1.810403226,1.927741935,3.542903226,2.162903226,0.78983871,0.988064516,0.715483871,2.54983871,2.809677419,2.123225806,1.394915254,2.138548387,-0.136774194,1.200967742,1.857741935,1.354516129,1.297096774,1.939354839,67,0,145,0,2,1,0,0,0,11,57,0,8,0,1,2,0,3,0,1,1,147,10.11668,26.76876,17.46742,7.81636,4.96664,16.17736,27.17426,13.8708,9.1634,19.74092,0.8271454,0.6608042,0.7749158,0.8797962,0.831825,0.7383378,1.0346972,0.9524606,0.8398976,0.865419,0.819582,0.4959698,0.5622062,0.8503486,0.8367266,0.75355,0.8433104,0.792424,0.8043832,0.6413492,0.56602,0.75246,0.68656,0.54442,0.52398,0.65072,0.69488,0.66528,0.54774,0.70054,0.8796028,ndvi_anomaly,0.9939062,0.9811312,0.9722946,0.958927,0.9608664,1.0002922,0.9950844,0.9772914,0,0,1,1,0,0,1,1,1,0
2023-01-19,0.675877914,0.609010506,0.549002724,0.616997452,0.463688583,0.564083328,0.650537109,0.746245499,0.693161469,0.558738899,0.569319382,0.654890671,0.511759491,0.534738464,0.623506126,0.775621796,0.660233078,0.694259262,0.65144249,0.58289814,48.57096774,49.26774194,2.00327957,2.937379032,3.004677419,2.963548387,2.309731183,2.666129032,2.325926267,2.249225806,1.497231183,1.465107527,1.03483871,1.999865591,1.929919355,1.180860215,1.249758065,1.275698925,0.811397849,1.807741935,1.930645161,3.437741935,2.177741935,0.842903226,1.03483871,0.771290323,2.562903226,2.805806452,2.121935484,1.370677966,2.136129032,-0.138064516,1.132580645,1.820645161,1.298709677,1.362258065,1.979112903,71,0,137,0,2,1,0,0,0,11,57,0,8,0,1,2,0,3,0,1,1,147,9.8889,26.6172,17.42135,7.418,4.8839,16.70755,26.67855,13.57695,9.2195,19.2841,0.839333,0.6843465,0.793699,0.892423,0.8414495,0.761961,1.0690465,0.9740415,0.86003,0.8875255,0.8248155,0.4997895,0.566938,0.8589055,0.844148,0.7620435,0.85222,0.8014145,0.812091,0.646299,0.5645,0.75075,0.68465,0.54205,0.52175,0.64885,0.69295,0.66345,0.54515,0.6988,0.8787235,ndvi_anomaly,0.9935645,0.9813845,0.9719165,0.958028,0.959964,1.000746,0.994782,0.977251,0,0,1,1,0,0,1,1,1,0
2023-01-20,0.680955963,0.587817841,0.528240891,0.623372192,0.464019585,0.600623589,0.613914795,0.765895157,0.696827087,0.570124474,0.56986805,0.631064873,0.490743103,0.535311203,0.603654938,0.800167313,0.63690937,0.675454407,0.634232635,0.594107132,48.6,49.3,2.022204301,2.908709677,2.981797235,2.944516129,2.309354839,2.678709677,2.352165899,2.240741935,1.514354839,1.476424731,1.031612903,1.989677419,1.915806452,1.196397849,1.247419355,1.298010753,0.786021505,1.805080645,1.933548387,3.332580645,2.192580645,0.895967742,1.081612903,0.827096774,2.575967742,2.801935484,2.120645161,1.346440678,2.133709677,-0.139354839,1.064193548,1.783548387,1.242903226,1.427419355,2.018870968,69,0,138,0,2,1,0,0,0,11,57,0,8,0,1,2,0,3,0,1,1,147,9.66112,26.46564,17.37528,7.01964,4.80116,17.23774,26.18284,13.2831,9.2756,18.82728,0.8515206,0.7078888,0.8124822,0.9050498,0.851074,0.7855842,1.1033958,0.9956224,0.8801624,0.909632,0.830049,0.5036092,0.5716698,0.8674624,0.8515694,0.770537,0.8611296,0.810405,0.8197988,0.6512488,0.56298,0.74904,0.68274,0.53968,0.51952,0.64698,0.69102,0.66162,0.54256,0.69706,0.8778442,ndvi_anomaly,0.9932228,0.9816378,0.9715384,0.957129,0.9590616,1.0011998,0.9944796,0.9772106,0,0,1,1,0,0,1,1,1,1
2023-01-21,0.681107407,0.572649841,0.533939743,0.596883926,0.483473358,0.617160721,0.628420792,0.78173645,0.684879761,0.573148727,0.570237732,0.63455986,0.488685455,0.578073235,0.549357452,0.799104919,0.664824295,0.685515747,0.6588311,0.612788429,48.57857143,49.26071429,2.041129032,2.880040323,2.958917051,2.925483871,2.308978495,2.691290323,2.37840553,2.232258065,1.531478495,1.487741935,1.028387097,1.979489247,1.901693548,1.211935484,1.245080645,1.320322581,0.760645161,1.802419355,1.936451613,3.227419355,2.207419355,0.949032258,1.128387097,0.882903226,2.589032258,2.798064516,2.119354839,1.32220339,2.131290323,-0.140645161,0.995806452,1.746451613,1.187096774,1.492580645,2.058629032,70,0,138,0,2,1,0,0,0,12,57,0,8,0,1,2,0,3,0,1,1,148,9.43334,26.31408,17.32921,6.62128,4.71842,17.76793,25.68713,12.98925,9.3317,18.37046,0.8637082,0.7314311,0.8312654,0.9176766,0.8606985,0.8092074,1.1377451,1.0172033,0.9002948,0.9317385,0.8352825,0.5074289,0.5764016,0.8760193,0.8589908,0.7790305,0.8700392,0.8193955,0.8275066,0.6561986,0.56146,0.74733,0.68083,0.53731,0.51729,0.64511,0.68909,0.65979,0.53997,0.69532,0.8769649,ndvi_anomaly,0.9928811,0.9818911,0.9711603,0.95623,0.9581592,1.0016536,0.9941772,0.9771702,0,0,1,1,0,0,1,1,1,1
2023-01-22,0.683938904,0.571100426,0.538413467,0.591017952,0.507658386,0.622438812,0.635721169,0.767015991,0.689932785,0.573925858,0.569366913,0.646124878,0.513673325,0.579881783,0.579031181,0.78673645,0.626024666,0.698072205,0.647496872,0.618348846,48.55714286,49.22142857,2.060053763,2.851370968,2.936036866,2.906451613,2.308602151,2.703870968,2.404645161,2.223774194,1.548602151,1.49905914,1.02516129,1.969301075,1.887580645,1.227473118,1.242741935,1.342634409,0.735268817,1.799758065,1.939354839,3.122258065,2.222258065,1.002096774,1.17516129,0.938709677,2.602096774,2.794193548,2.118064516,1.297966102,2.128870968,-0.141935484,0.927419355,1.709354839,1.131290323,1.557741935,2.098387097,70,0,137,0,2,1,0,0,0,12,57,0,8,0,1,2,0,3,0,1,1,148,9.20556,26.16252,17.28314,6.22292,4.63568,18.29812,25.19142,12.6954,9.3878,17.91364,0.8758958,0.7549734,0.8500486,0.9303034,0.870323,0.8328306,1.1720944,1.0387842,0.9204272,0.953845,0.840516,0.5112486,0.5811334,0.8845762,0.8664122,0.787524,0.8789488,0.828386,0.8352144,0.6611484,0.55994,0.74562,0.67892,0.53494,0.51506,0.64324,0.68716,0.65796,0.53738,0.69358,0.8760856,ndvi_anomaly,0.9925394,0.9821444,0.9707822,0.955331,0.9572568,1.0021074,0.9938748,0.9771298,0,0,1,1,0,0,1,1,1,1
2023-01-23,0.691564789,0.564748535,0.498357124,0.595638847,0.516165047,0.603206863,0.616375427,0.801120682,0.683558884,0.594331207,0.579079208,0.638109093,0.476776772,0.580613213,0.628791389,0.791869736,0.60346489,0.740576553,0.640971146,0.636779366,48.53571429,49.18214286,2.078978495,2.822701613,2.913156682,2.887419355,2.308225806,2.716451613,2.430884793,2.215290323,1.565725806,1.510376344,1.021935484,1.959112903,1.873467742,1.243010753,1.240403226,1.364946237,0.709892473,1.797096774,1.942258065,3.017096774,2.237096774,1.05516129,1.221935484,0.994516129,2.61516129,2.790322581,2.116774194,1.273728814,2.126451613,-0.143225806,0.859032258,1.672258065,1.075483871,1.622903226,2.138145161,70,0,131,0,2,1,0,0,0,6,51,0,2,0,0,2,0,3,0,1,1,147,8.97778,26.01096,17.23707,5.82456,4.55294,18.82831,24.69571,12.40155,9.4439,17.45682,0.8880834,0.7785157,0.8688318,0.9429302,0.8799475,0.8564538,1.2064437,1.0603651,0.9405596,0.9759515,0.8457495,0.5150683,0.5858652,0.8931331,0.8738336,0.7960175,0.8878584,0.8373765,0.8429222,0.6660982,0.55842,0.74391,0.67701,0.53257,0.51283,0.64137,0.68523,0.65613,0.53479,0.69184,0.8752063,ndvi_anomaly,0.9921977,0.9823977,0.9704041,0.954432,0.9563544,1.0025612,0.9935724,0.9770894,0,0,1,1,0,0,1,1,1,1
2023-01-24,0.679734116,0.566775818,0.508795242,0.587479401,0.521368027,0.59802002,0.630228653,0.753679886,0.725513916,0.596834068,0.572902412,0.657901154,0.471316414,0.58319252,0.630667953,0.797387848,0.628319855,0.770521927,0.63814064,0.602689362,48.51428571,49.14285714,2.097903226,2.794032258,2.890276498,2.868387097,2.307849462,2.729032258,2.457124424,2.206806452,1.582849462,1.521693548,1.018709677,1.948924731,1.859354839,1.258548387,1.238064516,1.387258065,0.684516129,1.794435484,1.94516129,2.911935484,2.251935484,1.108225806,1.268709677,1.050322581,2.628225806,2.786451613,2.115483871,1.249491525,2.124032258,-0.144516129,0.790645161,1.63516129,1.019677419,1.688064516,2.177903226,72,0,131,0,2,1,1,0,0,5,49,0,2,0,0,2,0,0,0,1,1,147.29,8.75,25.8594,17.191,5.4262,4.4702,19.3585,24.2,12.1077,9.5,17,0.900271,0.802058,0.887615,0.955557,0.889572,0.880077,1.240793,1.081946,0.960692,0.998058,0.850983,0.518888,0.590597,0.90169,0.881255,0.804511,0.896768,0.846367,0.85063,0.671048,0.5569,0.7422,0.6751,0.5302,0.5106,0.6395,0.6833,0.6543,0.5322,0.6901,0.874327,ndvi_anomaly,0.991856,0.982651,0.970026,0.953533,0.955452,1.003015,0.99327,0.977049,0,0,1,1,0,0,1,1,1,1
2023-01-25,0.669396667,0.5778722,0.510137367,0.582019958,0.489315186,0.603924637,0.611310883,0.741186676,0.752551193,0.60360508,0.562694435,0.663818436,0.470242729,0.58319252,0.614241371,0.767982635,0.612852516,0.719482956,0.646270294,0.587843056,48.49285714,49.10357143,2.116827957,2.765362903,2.867396313,2.849354839,2.307473118,2.741612903,2.483364055,2.198322581,1.599973118,1.533010753,1.015483871,1.938736559,1.845241935,1.274086022,1.235725806,1.409569892,0.659139785,1.791774194,1.948064516,2.806774194,2.266774194,1.161290323,1.315483871,1.106129032,2.641290323,2.782580645,2.114193548,1.225254237,2.121612903,-0.145806452,0.722258065,1.598064516,0.963870968,1.753225806,2.21766129,72,0,131,0,2,1,1,0,0,5,49,0,2,0,0,2,0,0,0,1,1,147.1933333,8.546718182,25.79121818,16.9908,5.391181818,4.385245455,18.67582727,23.26882727,11.98042727,9.347563636,16.79959091,0.910086727,0.821176455,0.901628364,0.964850818,0.895711273,0.897536818,1.275578909,1.094436909,0.972954091,1.014023727,0.843289273,0.522674636,0.597192727,0.886392818,0.871927818,0.794953545,0.890392091,0.847669545,0.848655455,0.673956727,0.555736364,0.740609091,0.673436364,0.528527273,0.508954545,0.638036364,0.681672727,0.652827273,0.530218182,0.688763636,0.873712818,ndvi_anomaly,0.991402091,0.982978818,0.969794364,0.952747,0.954626273,1.003352455,0.992877545,0.977069364,0,0,1,1,0,0,1,1,1,1
2023-01-26,0.671958542,0.57448719,0.491110878,0.539114609,0.502825851,0.602725716,0.6110532,0.731133347,0.75325058,0.603152695,0.551192627,0.649728241,0.462100639,0.613957672,0.629322472,0.76408493,0.586543961,0.724400024,0.63934166,0.571394463,48.47142857,49.06428571,2.135752688,2.736693548,2.844516129,2.830322581,2.307096774,2.754193548,2.509603687,2.18983871,1.617096774,1.544327957,1.012258065,1.928548387,1.831129032,1.289623656,1.233387097,1.43188172,0.633763441,1.789112903,1.950967742,2.701612903,2.281612903,1.214354839,1.362258065,1.161935484,2.654354839,2.778709677,2.112903226,1.201016949,2.119193548,-0.147096774,0.653870968,1.560967742,0.908064516,1.818387097,2.257419355,72,0,131,0,2,1,1,0,0,5,49,0,2,0,0,2,0,0,0,0,1,147.0966667,8.343436364,25.72303636,16.7906,5.356163636,4.300290909,17.99315455,22.33765455,11.85315455,9.195127273,16.59918182,0.919902455,0.840294909,0.915641727,0.974144636,0.901850545,0.914996636,1.310364818,1.106927818,0.985216182,1.029989455,0.835595545,0.526461273,0.603788455,0.871095636,0.862600636,0.785396091,0.884016182,0.848972091,0.846680909,0.676865455,0.554572727,0.739018182,0.671772727,0.526854545,0.507309091,0.636572727,0.680045455,0.651354545,0.528236364,0.687427273,0.873098636,ndvi_anomaly,0.990948182,0.983306636,0.969562727,0.951961,0.953800545,1.003689909,0.992485091,0.977089727,0,0,1,1,0,0,1,1,1,1
2023-01-27,0.667828217,0.584395218,0.498540688,0.524827728,0.509802055,0.604256172,0.616532059,0.738898849,0.754213333,0.619020309,0.554897118,0.642433472,0.455593262,0.569427757,0.632558899,0.771026306,0.600854988,0.719704742,0.635686836,0.58389225,48.45,49.025,2.154677419,2.708024194,2.821635945,2.811290323,2.30672043,2.766774194,2.535843318,2.181354839,1.63422043,1.555645161,1.009032258,1.918360215,1.817016129,1.30516129,1.231048387,1.454193548,0.608387097,1.786451613,1.953870968,2.596451613,2.296451613,1.267419355,1.409032258,1.217741935,2.667419355,2.77483871,2.111612903,1.176779661,2.116774194,-0.148387097,0.585483871,1.523870968,0.852258065,1.883548387,2.297177419,72,0,128,0,2,1,1,0,0,5,47,0,2,0,0,2,0,0,0,0,1,147,8.140154545,25.65485455,16.5904,5.321145455,4.215336364,17.31048182,21.40648182,11.72588182,9.042690909,16.39877273,0.929718182,0.859413364,0.929655091,0.983438455,0.907989818,0.932456455,1.345150727,1.119418727,0.997478273,1.045955182,0.827901818,0.530247909,0.610384182,0.855798455,0.853273455,0.775838636,0.877640273,0.850274636,0.844706364,0.679774182,0.553409091,0.737427273,0.670109091,0.525181818,0.505663636,0.635109091,0.678418182,0.649881818,0.526254545,0.686090909,0.872484455,ndvi_anomaly,0.990494273,0.983634455,0.969331091,0.951175,0.952974818,1.004027364,0.992092636,0.977110091,0,0,1,1,0,0,1,1,1,1
2023-01-28,0.673740158,0.584406853,0.50719532,0.525183067,0.519634628,0.603100357,0.617567253,0.745703735,0.753477249,0.618422813,0.559694176,0.641991653,0.465041046,0.573646851,0.620789108,0.772801437,0.601832695,0.720413132,0.63474041,0.584773407,48.42857143,48.98571429,2.173602151,2.679354839,2.79875576,2.792258065,2.306344086,2.779354839,2.562082949,2.172870968,1.651344086,1.566962366,1.005806452,1.908172043,1.802903226,1.320698925,1.228709677,1.476505376,0.583010753,1.783790323,1.956774194,2.491290323,2.311290323,1.320483871,1.455806452,1.273548387,2.680483871,2.770967742,2.110322581,1.152542373,2.114354839,-0.149677419,0.517096774,1.486774194,0.796451613,1.948709677,2.336935484,72,0,133,0,2,1,1,0,0,5,47,0,2,0,0,2,0,0,0,0,1,146,7.936872727,25.58667273,16.3902,5.286127273,4.130381818,16.62780909,20.47530909,11.59860909,8.890254545,16.19836364,0.939533909,0.878531818,0.943668455,0.992732273,0.914129091,0.949916273,1.379936636,1.131909636,1.009740364,1.061920909,0.820208091,0.534034545,0.616979909,0.840501273,0.843946273,0.766281182,0.871264364,0.851577182,0.842731818,0.682682909,0.552245455,0.735836364,0.668445455,0.523509091,0.504018182,0.633645455,0.676790909,0.648409091,0.524272727,0.684754545,0.871870273,ndvi_anomaly,0.990040364,0.983962273,0.969099455,0.950389,0.952149091,1.004364818,0.991700182,0.977130455,0,0,1,1,0,0,1,1,1,1
