,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,food_inflation,headline_inflation,pewi_1,pewi_1,pewi_1,pewi_1,pewi_1,pewi_1,pewi_1,pewi_1,pewi_1,pewi_5,pewi_5,pewi_5,pewi_5,pewi_5,pewi_5,pewi_5,pewi_5,pewi_5,pewi_6,pewi_6,pewi_6,pewi_6,pewi_6,pewi_6,pewi_6,pewi_6,pewi_7,pewi_7,pewi_7,pewi_7,pewi_7,pewi_7,pewi_7,pewi_7,pewi_6,Battles,Remote violence,Violence against civilians,Battles,Violence against civilians,Battles,Violence against civilians,Battles,Violence against civilians,Battles,Violence against civilians,Battles,Violence against civilians,Battles,Violence against civilians,Battles,Violence against civilians,Battles,Violence against civilians,Battles,Violence against civilians,CE official,rainfall_value,rainfall_value,rainfall_value,rainfall_value,rainfall_value,rainfall_value,rainfall_value,rainfall_value,rainfall_value,rainfall_value,rainfall_1_month_anomaly,rainfall_1_month_anomaly,rainfall_1_month_anomaly,rainfall_1_month_anomaly,rainfall_1_month_anomaly,rainfall_1_month_anomaly,rainfall_1_month_anomaly,rainfall_1_month_anomaly,rainfall_1_month_anomaly,rainfall_1_month_anomaly,rainfall_3_months_anomaly,rainfall_3_months_anomaly,rainfall_3_months_anomaly,rainfall_3_months_anomaly,rainfall_3_months_anomaly,rainfall_3_months_anomaly,rainfall_3_months_anomaly,rainfall_3_months_anomaly,rainfall_3_months_anomaly,rainfall_3_months_anomaly,ndvi_value,ndvi_value,ndvi_value,ndvi_value,ndvi_value,ndvi_value,ndvi_value,ndvi_value,ndvi_value,ndvi_value,ndvi_anomaly,ndvi_anomaly,ndvi_anomaly,ndvi_anomaly,ndvi_anomaly,ndvi_anomaly,ndvi_anomaly,ndvi_anomaly,ndvi_anomaly,ndvi_anomaly,rainfall_ndvi_seasonality,rainfall_ndvi_seasonality,rainfall_ndvi_seasonality,rainfall_ndvi_seasonality,rainfall_ndvi_seasonality,rainfall_ndvi_seasonality,rainfall_ndvi_seasonality,rainfall_ndvi_seasonality,rainfall_ndvi_seasonality,rainfall_ndvi_seasonality
,901001,901002,901003,901004,901005,901006,901007,901008,901009,901010,901001,901002,901003,901004,901005,901006,901007,901008,901009,901010,national,national,901001,901002,901003,901004,901005,901006,901007,901008,901009,901001,901002,901003,901004,901005,901006,901007,901008,901009,901001,901002,901003,901004,901005,901006,901007,901008,901001,901002,901003,901004,901005,901008,901009,901006,901009,901001,901001,901001,901002,901002,901003,901003,901004,901004,901005,901005,901006,901006,901007,901007,901008,901008,901009,901009,901010,901010,national,901009,901008,901007,901006,901005,901004,901003,901002,901001,901010,901009,901008,901007,901006,901005,901004,901003,901002,901001,901010,901009,901008,901007,901006,901005,901004,901003,901002,901001,901010,901009,901008,901007,901006,901005,901004,901003,901002,901001,901010,901009,ndvi_anomaly,901007,901006,901005,901004,901003,901002,901001,901010,901001,901002,901003,901004,901005,901006,901007,901008,901009,901010
2022-06-26,0.432841568,0.425104599,0.286772861,0.360583382,0.367829247,0.415069313,0.45104084,0.632443581,0.422853317,0.420486107,0.566586533,0.557088242,0.388440971,0.532207947,0.468866158,0.476940346,0.422502556,0.701555862,0.611169167,0.610907402,31.1516129,29.33870968,2.009,1.260375,-0.0235,1.84375,0.68975,1.559833333,0.5465,2.395428571,1.1978,-0.161333333,0.12675,0.180333333,0.45825,-0.24575,-0.35325,-0.092,0.237,0.39125,0.4765,0.192,3.121,0.178606557,1.992,0.486,1.403,2.672704918,0.923,0.854,0.452786885,0.303,0.069,0.425869565,1.5995,2.294262295,2.968,134,0,192,0,0,11,0,0,0,0,2,0,0,1,2,0,1,0,3,3,1,112,21.4,35.7531,24.31236,53.05902,45.32024,56.44908,55.14572,19.49232,27.84024,29.89544,0.6986102,0.5507584,0.5733188,0.8944616,0.8172414,0.7118268,0.7800706,0.8277064,0.7615616,0.6176686,0.7731418,0.8370298,0.8948296,0.8061262,0.8249562,0.7325232,0.7611934,0.912837,0.8427722,0.8623194,0.56738,0.75614,0.66308,0.6444,0.57164,0.67736,0.71194,0.69268,0.58048,0.68438,0.9309228,ndvi_anomaly,0.9600078,0.9920882,0.9785238,0.97193,0.9893106,0.9971252,0.9644576,0.9617312,1,1,1,1,1,1,1,1,1,1
2022-06-27,0.435198784,0.421420212,0.293302727,0.372668762,0.370216522,0.390987358,0.445675545,0.62428978,0.391494446,0.423802948,0.580433807,0.542631416,0.384100418,0.540717049,0.44148407,0.462450294,0.416134186,0.693110886,0.600409813,0.6262677,31.21612903,29.38709677,2.031333333,1.243190476,-0.083666667,1.845,0.69325,1.551518519,0.516333333,2.433714286,1.186266667,-0.177111111,0.122666667,0.182888889,0.465666667,-0.228166667,-0.354833333,-0.087333333,0.256222222,0.420833333,0.418,0.190666667,3.255333333,0.209016393,1.982333333,0.488666667,1.414333333,2.654262295,0.832666667,0.921333333,0.431967213,0.339333333,0.044666667,0.440434783,1.565666667,2.290655738,2.946,134,0,191,0,0,11,0,0,0,0,2,0,0,1,2,0,1,0,3,3,1,113,20.29445,36.9656,24.37304,51.20328,42.99821,53.42832,51.86858,19.27693,27.38231,30.42271,0.7034573,0.5690121,0.5832637,0.8852889,0.8153916,0.7143217,0.7806029,0.8172021,0.7596619,0.6350464,0.7706327,0.8392202,0.8940574,0.8048083,0.8229823,0.7299913,0.7594046,0.911559,0.8409363,0.8602021,0.56777,0.75606,0.66302,0.6449,0.57276,0.67694,0.71186,0.69282,0.58067,0.68477,0.9322987,ndvi_anomaly,0.9604807,0.9923323,0.9787327,0.9712945,0.9890959,0.9981048,0.9651264,0.9624258,1,1,1,1,1,1,1,1,1,1
2022-06-28,0.427967186,0.412767448,0.281762695,0.389927254,0.353329239,0.395981216,0.456048546,0.626774902,0.36685112,0.422380524,0.576623154,0.533234863,0.366702385,0.535606079,0.463676949,0.470695724,0.417449455,0.695435638,0.618941498,0.622721977,31.28064516,29.43548387,2.053666667,1.226005952,-0.143833333,1.84625,0.69675,1.543203704,0.486166667,2.472,1.174733333,-0.192888889,0.118583333,0.185444444,0.473083333,-0.210583333,-0.356416667,-0.082666667,0.275444444,0.450416667,0.3595,0.189333333,3.389666667,0.23942623,1.972666667,0.491333333,1.425666667,2.635819672,0.742333333,0.988666667,0.411147541,0.375666667,0.020333333,0.455,1.531833333,2.28704918,2.924,134,0,190,0,0,11,0,0,0,0,2,0,0,1,2,0,1,0,3,3,1,112,19.1889,38.1781,24.43372,49.34754,40.67618,50.40756,48.59144,19.06154,26.92438,30.94998,0.7083044,0.5872658,0.5932086,0.8761162,0.8135418,0.7168166,0.7811352,0.8066978,0.7577622,0.6524242,0.7681236,0.8414106,0.8932852,0.8034904,0.8210084,0.7274594,0.7576158,0.910281,0.8391004,0.8580848,0.56816,0.75598,0.66296,0.6454,0.57388,0.67652,0.71178,0.69296,0.58086,0.68516,0.9336746,ndvi_anomaly,0.9609536,0.9925764,0.9789416,0.970659,0.9888812,0.9990844,0.9657952,0.9631204,1,1,1,1,1,1,1,1,1,1
2022-06-29,0.434277687,0.41429821,0.280543785,0.398336334,0.350811691,0.371910019,0.475637589,0.620783501,0.341246986,0.428485756,0.562672844,0.529561043,0.383596878,0.52839241,0.453460426,0.49711853,0.43488636,0.700949173,0.574870491,0.612555008,31.34516129,29.48387097,2.076,1.208821429,-0.204,1.8475,0.70025,1.534888889,0.456,2.510285714,1.1632,-0.208666667,0.1145,0.188,0.4805,-0.193,-0.358,-0.078,0.294666667,0.48,0.301,0.188,3.524,0.269836066,1.963,0.494,1.437,2.617377049,0.652,1.056,0.390327869,0.412,-0.004,0.469565217,1.498,2.283442623,2.902,134,0,191,0,0,11,0,0,0,0,2,0,0,1,2,0,1,0,3,3,1,112.3333333,18.08335,39.3906,24.4944,47.4918,38.35415,47.3868,45.3143,18.84615,26.46645,31.47725,0.7131515,0.6055195,0.6031535,0.8669435,0.811692,0.7193115,0.7816675,0.7961935,0.7558625,0.669802,0.7656145,0.843601,0.892513,0.8021725,0.8190345,0.7249275,0.755827,0.909003,0.8372645,0.8559675,0.56855,0.7559,0.6629,0.6459,0.575,0.6761,0.7117,0.6931,0.58105,0.68555,0.9350505,ndvi_anomaly,0.9614265,0.9928205,0.9791505,0.9700235,0.9886665,1.000064,0.966464,0.963815,1,1,1,1,1,1,1,1,1,1
2022-06-30,0.440388451,0.412030411,0.273667984,0.376323814,0.331041794,0.387502594,0.472890129,0.615417366,0.33821476,0.43589035,0.573291664,0.533529701,0.38814476,0.555203476,0.467236481,0.487909851,0.420165977,0.703715591,0.577267952,0.622072372,31.40967742,29.53225806,2.098333333,1.191636905,-0.264166667,1.84875,0.70375,1.526574074,0.425833333,2.548571429,1.151666667,-0.224444444,0.110416667,0.190555556,0.487916667,-0.175416667,-0.359583333,-0.073333333,0.313888889,0.509583333,0.2425,0.186666667,3.658333333,0.300245902,1.953333333,0.496666667,1.448333333,2.598934426,0.561666667,1.123333333,0.369508197,0.448333333,-0.028333333,0.484130435,1.464166667,2.279836066,2.88,134,0,192,0,0,11,0,0,0,0,2,0,0,1,2,0,1,0,3,3,1,112.6666667,16.9778,40.6031,24.55508,45.63606,36.03212,44.36604,42.03716,18.63076,26.00852,32.00452,0.7179986,0.6237732,0.6130984,0.8577708,0.8098422,0.7218064,0.7821998,0.7856892,0.7539628,0.6871798,0.7631054,0.8457914,0.8917408,0.8008546,0.8170606,0.7223956,0.7540382,0.907725,0.8354286,0.8538502,0.56894,0.75582,0.66284,0.6464,0.57612,0.67568,0.71162,0.69324,0.58124,0.68594,0.9364264,ndvi_anomaly,0.9618994,0.9930646,0.9793594,0.969388,0.9884518,1.0010436,0.9671328,0.9645096,1,1,1,1,1,1,1,1,1,1
2022-07-01,0.417860413,0.402224846,0.304648838,0.370746002,0.347317924,0.404307327,0.448658409,0.620176544,0.336617546,0.433466835,0.599405098,0.555730896,0.386969948,0.579672775,0.458515663,0.489668884,0.430599899,0.698541946,0.550132561,0.627816925,31.47419355,29.58064516,2.120666667,1.174452381,-0.324333333,1.85,0.70725,1.518259259,0.395666667,2.586857143,1.140133333,-0.240222222,0.106333333,0.193111111,0.495333333,-0.157833333,-0.361166667,-0.068666667,0.333111111,0.539166667,0.184,0.185333333,3.792666667,0.330655738,1.943666667,0.499333333,1.459666667,2.580491803,0.471333333,1.190666667,0.348688525,0.484666667,-0.052666667,0.498695652,1.430333333,2.276229508,2.858,131,0,192,0,0,11,0,0,0,0,2,0,0,1,2,0,1,0,3,3,1,113,15.87225,41.8156,24.61576,43.78032,33.71009,41.34528,38.76002,18.41537,25.55059,32.53179,0.7228457,0.6420269,0.6230433,0.8485981,0.8079924,0.7243013,0.7827321,0.7751849,0.7520631,0.7045576,0.7605963,0.8479818,0.8909686,0.7995367,0.8150867,0.7198637,0.7522494,0.906447,0.8335927,0.8517329,0.56933,0.75574,0.66278,0.6469,0.57724,0.67526,0.71154,0.69338,0.58143,0.68633,0.9378023,ndvi_anomaly,0.9623723,0.9933087,0.9795683,0.9687525,0.9882371,1.0020232,0.9678016,0.9652042,1,1,1,1,1,1,1,1,1,1
2022-07-02,0.430180016,0.388757019,0.310926895,0.382969704,0.330605888,0.394835739,0.45563549,0.62224041,0.326496468,0.442077713,0.594076195,0.550920944,0.38465229,0.587745934,0.462228012,0.475931664,0.431983223,0.704733505,0.535935822,0.637748375,31.53870968,29.62903226,2.143,1.157267857,-0.3845,1.85125,0.71075,1.509944444,0.3655,2.625142857,1.1286,-0.256,0.10225,0.195666667,0.50275,-0.14025,-0.36275,-0.064,0.352333333,0.56875,0.1255,0.184,3.927,0.361065574,1.934,0.502,1.471,2.56204918,0.381,1.258,0.327868852,0.521,-0.077,0.51326087,1.3965,2.272622951,2.836,131,0,192,0,0,11,0,0,0,0,2,0,0,1,2,0,1,0,3,3,1,112.71,14.7667,43.0281,24.67644,41.92458,31.38806,38.32452,35.48288,18.19998,25.09266,33.05906,0.7276928,0.6602806,0.6329882,0.8394254,0.8061426,0.7267962,0.7832644,0.7646806,0.7501634,0.7219354,0.7580872,0.8501722,0.8901964,0.7982188,0.8131128,0.7173318,0.7504606,0.905169,0.8317568,0.8496156,0.56972,0.75566,0.66272,0.6474,0.57836,0.67484,0.71146,0.69352,0.58162,0.68672,0.9391782,ndvi_anomaly,0.9628452,0.9935528,0.9797772,0.968117,0.9880224,1.0030028,0.9684704,0.9658988,1,1,1,1,1,1,1,1,1,1
2022-07-03,0.440856361,0.389799995,0.30739357,0.382969704,0.326385918,0.379001274,0.463878403,0.622883911,0.335466652,0.443641319,0.586817169,0.548904533,0.374304695,0.587745934,0.470416107,0.477724686,0.441728058,0.704653091,0.533516808,0.630600243,31.60322581,29.67741935,2.165333333,1.140083333,-0.444666667,1.8525,0.71425,1.50162963,0.335333333,2.663428571,1.117066667,-0.271777778,0.098166667,0.198222222,0.510166667,-0.122666667,-0.364333333,-0.059333333,0.371555556,0.598333333,0.067,0.182666667,4.061333333,0.39147541,1.924333333,0.504666667,1.482333333,2.543606557,0.290666667,1.325333333,0.30704918,0.557333333,-0.101333333,0.527826087,1.362666667,2.269016393,2.814,132,0,192,0,0,11,0,0,0,0,2,0,0,1,2,0,1,0,3,3,1,112.48,13.66115,44.2406,24.73712,40.06884,29.06603,35.30376,32.20574,17.98459,24.63473,33.58633,0.7325399,0.6785343,0.6429331,0.8302527,0.8042928,0.7292911,0.7837967,0.7541763,0.7482637,0.7393132,0.7555781,0.8523626,0.8894242,0.7969009,0.8111389,0.7147999,0.7486718,0.903891,0.8299209,0.8474983,0.57011,0.75558,0.66266,0.6479,0.57948,0.67442,0.71138,0.69366,0.58181,0.68711,0.9405541,ndvi_anomaly,0.9633181,0.9937969,0.9799861,0.9674815,0.9878077,1.0039824,0.9691392,0.9665934,1,1,1,1,1,1,1,1,1,1
2022-07-04,0.440436783,0.395528297,0.30227314,0.378160172,0.319270668,0.398377953,0.451183052,0.626926498,0.32065464,0.455886536,0.597080727,0.565269241,0.367119904,0.581086578,0.464481239,0.484869995,0.450078354,0.711409607,0.505773163,0.626259499,31.66774194,29.72580645,2.187666667,1.12289881,-0.504833333,1.85375,0.71775,1.493314815,0.305166667,2.701714286,1.105533333,-0.287555556,0.094083333,0.200777778,0.517583333,-0.105083333,-0.365916667,-0.054666667,0.390777778,0.627916667,0.0085,0.181333333,4.195666667,0.421885246,1.914666667,0.507333333,1.493666667,2.525163934,0.200333333,1.392666667,0.286229508,0.593666667,-0.125666667,0.542391304,1.328833333,2.265409836,2.792,132,0,192,0,0,11,0,0,0,0,2,0,0,1,2,0,1,0,3,3,1,112.48,12.5556,45.4531,24.7978,38.2131,26.744,32.283,28.9286,17.7692,24.1768,34.1136,0.737387,0.696788,0.652878,0.82108,0.802443,0.731786,0.784329,0.743672,0.746364,0.756691,0.753069,0.854553,0.888652,0.795583,0.809165,0.712268,0.746883,0.902613,0.828085,0.845381,0.5705,0.7555,0.6626,0.6484,0.5806,0.674,0.7113,0.6938,0.582,0.6875,0.94193,ndvi_anomaly,0.963791,0.994041,0.980195,0.966846,0.987593,1.004962,0.969808,0.967288,1,1,1,1,1,1,1,1,1,1
2022-07-05,0.440503159,0.39271862,0.323975105,0.396128769,0.339615707,0.399768486,0.461996422,0.611052818,0.330351524,0.471110229,0.601055565,0.570822678,0.389756546,0.612935944,0.4479776,0.494066353,0.460710564,0.681295624,0.509305496,0.633067245,31.73225806,29.77419355,2.21,1.105714286,-0.565,1.855,0.72125,1.485,0.275,2.74,1.094,-0.303333333,0.09,0.203333333,0.525,-0.0875,-0.3675,-0.05,0.41,0.6575,-0.05,0.18,4.33,0.452295082,1.905,0.51,1.505,2.506721311,0.11,1.46,0.265409836,0.63,-0.15,0.556956522,1.295,2.261803279,2.77,132,0,195,0,0,11,0,0,0,0,2,0,0,1,2,0,1,0,3,3,1,112.48,12.84587,45.61091,27.02701,39.16638,27.46186,32.07168,28.58145,20.27997,25.70851,36.02951,0.7499897,0.7245015,0.68986,0.839787,0.815526,0.750772,0.7998384,0.7837414,0.7715288,0.7831231,0.7546761,0.8582434,0.8949835,0.8008104,0.8121845,0.7149928,0.7488637,0.9130162,0.83439,0.8514354,0.57072,0.7558,0.66308,0.64868,0.58168,0.67367,0.71108,0.69388,0.58242,0.68848,0.94396,ndvi_anomaly,0.9652228,0.9949487,0.9811103,0.9672645,0.9878143,1.0063212,0.971642,0.968832,1,1,1,1,1,1,1,1,1,1
2022-07-06,0.442740135,0.415036201,0.326106491,0.397020721,0.344957962,0.398072281,0.454030838,0.603695564,0.335983734,0.462820778,0.59743969,0.556161957,0.403360786,0.614374008,0.45615757,0.480502472,0.45669117,0.697328796,0.501588554,0.624337463,31.79677419,29.82258065,2.192943548,1.129013825,-0.528467742,1.813870968,0.746417051,1.469032258,0.298387097,2.697204301,1.095354839,-0.287741935,0.109112903,0.198387097,0.500645161,-0.062849462,-0.348548387,-0.021451613,0.414623656,0.682580645,-0.019032258,0.190322581,4.248387097,0.482704918,1.857096774,0.541451613,1.518225806,2.488278689,0.172419355,1.48483871,0.244590164,0.621451613,-0.095483871,0.571521739,1.311612903,2.258196721,2.731451613,126,0,195,0,0,11,0,0,0,0,2,0,1,1,2,0,1,0,3,3,1,112.6766667,13.13614,45.76872,29.25622,40.11966,28.17972,31.86036,28.2343,22.79074,27.24022,37.94542,0.7625924,0.752215,0.726842,0.858494,0.828609,0.769758,0.8153478,0.8238108,0.7966936,0.8095552,0.7562832,0.8619338,0.901315,0.8060378,0.815204,0.7177176,0.7508444,0.9234194,0.840695,0.8574898,0.57094,0.7561,0.66356,0.64896,0.58276,0.67334,0.71086,0.69396,0.58284,0.68946,0.94599,ndvi_anomaly,0.9666546,0.9958564,0.9820256,0.967683,0.9880356,1.0076804,0.973476,0.970376,1,1,1,1,1,1,1,1,1,1
2022-07-07,0.44931736,0.420778465,0.319838085,0.393535881,0.342607803,0.402397041,0.429047165,0.610549507,0.352228699,0.462820778,0.605643234,0.539898415,0.380637856,0.620677032,0.454636841,0.471444931,0.451509933,0.665146027,0.490356293,0.624337463,31.86129032,29.87096774,2.175887097,1.152313364,-0.491935484,1.772741935,0.771584101,1.453064516,0.321774194,2.654408602,1.096709677,-0.272150538,0.128225806,0.19344086,0.476290323,-0.038198925,-0.329596774,0.007096774,0.419247312,0.70766129,0.011935484,0.200645161,4.166774194,0.513114754,1.809193548,0.572903226,1.531451613,2.469836066,0.23483871,1.509677419,0.223770492,0.612903226,-0.040967742,0.586086957,1.328225806,2.254590164,2.692903226,126,0,195,0,0,11,0,0,0,0,1,0,1,1,2,0,1,0,3,3,1,112.8733333,13.42641,45.92653,31.48543,41.07294,28.89758,31.64904,27.88715,25.30151,28.77193,39.86133,0.7751951,0.7799285,0.763824,0.877201,0.841692,0.788744,0.8308572,0.8638802,0.8218584,0.8359873,0.7578903,0.8656242,0.9076465,0.8112652,0.8182235,0.7204424,0.7528251,0.9338226,0.847,0.8635442,0.57116,0.7564,0.66404,0.64924,0.58384,0.67301,0.71064,0.69404,0.58326,0.69044,0.94802,ndvi_anomaly,0.9680864,0.9967641,0.9829409,0.9681015,0.9882569,1.0090396,0.97531,0.97192,1,1,1,1,1,1,1,1,1,1
2022-07-08,0.435206604,0.436277428,0.325179977,0.384462624,0.337127609,0.388486176,0.437546577,0.603322449,0.377911949,0.463979912,0.571875267,0.547019539,0.371556664,0.617262611,0.448658447,0.476935081,0.445420609,0.642859344,0.498130608,0.637858009,31.92580645,29.91935484,2.158830645,1.175612903,-0.455403226,1.731612903,0.796751152,1.437096774,0.34516129,2.611612903,1.098064516,-0.25655914,0.14733871,0.188494624,0.451935484,-0.013548387,-0.310645161,0.035645161,0.423870968,0.732741935,0.042903226,0.210967742,4.08516129,0.54352459,1.761290323,0.604354839,1.544677419,2.451393443,0.297258065,1.534516129,0.20295082,0.604354839,0.013548387,0.600652174,1.34483871,2.250983607,2.654354839,117,0,195,0,0,11,0,0,0,0,1,0,1,1,2,0,1,0,3,3,1,113.07,13.71668,46.08434,33.71464,42.02622,29.61544,31.43772,27.54,27.81228,30.30364,41.77724,0.7877978,0.807642,0.800806,0.895908,0.854775,0.80773,0.8463666,0.9039496,0.8470232,0.8624194,0.7594974,0.8693146,0.913978,0.8164926,0.821243,0.7231672,0.7548058,0.9442258,0.853305,0.8695986,0.57138,0.7567,0.66452,0.64952,0.58492,0.67268,0.71042,0.69412,0.58368,0.69142,0.95005,ndvi_anomaly,0.9695182,0.9976718,0.9838562,0.96852,0.9884782,1.0103988,0.977144,0.973464,1,1,1,1,1,1,1,1,1,1
2022-07-09,0.417026482,0.443013687,0.331888275,0.3842136,0.343913994,0.382199173,0.431653595,0.609206161,0.365456467,0.480401154,0.556651993,0.543772469,0.374166451,0.616515579,0.441762276,0.486365585,0.450560989,0.627872124,0.510586128,0.633883324,31.99032258,29.96774194,2.141774194,1.198912442,-0.418870968,1.690483871,0.821918203,1.421129032,0.368548387,2.568817204,1.099419355,-0.240967742,0.166451613,0.183548387,0.427580645,0.011102151,-0.291693548,0.064193548,0.428494624,0.757822581,0.073870968,0.221290323,4.003548387,0.573934426,1.713387097,0.635806452,1.557903226,2.43295082,0.359677419,1.559354839,0.182131148,0.595806452,0.068064516,0.615217391,1.361451613,2.247377049,2.615806452,117,0,194,0,0,11,0,0,0,0,1,0,1,1,2,0,1,0,3,3,1,113.07,14.00695,46.24215,35.94385,42.9795,30.3333,31.2264,27.19285,30.32305,31.83535,43.69315,0.8004005,0.8353555,0.837788,0.914615,0.867858,0.826716,0.861876,0.944019,0.872188,0.8888515,0.7611045,0.873005,0.9203095,0.82172,0.8242625,0.725892,0.7567865,0.954629,0.85961,0.875653,0.5716,0.757,0.665,0.6498,0.586,0.67235,0.7102,0.6942,0.5841,0.6924,0.95208,ndvi_anomaly,0.97095,0.9985795,0.9847715,0.9689385,0.9886995,1.011758,0.978978,0.975008,1,1,1,1,1,1,1,1,1,1
2022-07-10,0.412055054,0.468049889,0.321574173,0.385719681,0.338661613,0.374351234,0.428476448,0.601242065,0.359338799,0.547928429,0.548860245,0.550197258,0.382373962,0.617871208,0.450863838,0.47958313,0.429537468,0.612734528,0.513693504,0.605143127,32.05483871,30.01612903,2.124717742,1.222211982,-0.38233871,1.649354839,0.847085253,1.40516129,0.391935484,2.526021505,1.100774194,-0.225376344,0.185564516,0.178602151,0.403225806,0.035752688,-0.272741935,0.092741935,0.43311828,0.782903226,0.10483871,0.231612903,3.921935484,0.604344262,1.665483871,0.667258065,1.571129032,2.414508197,0.422096774,1.584193548,0.161311475,0.587258065,0.122580645,0.629782609,1.378064516,2.243770492,2.577258065,116,0,194,0,0,11,0,0,0,0,1,0,1,1,2,0,1,0,3,3,1,113.07,14.29722,46.39996,38.17306,43.93278,31.05116,31.01508,26.8457,32.83382,33.36706,45.60906,0.8130032,0.863069,0.87477,0.933322,0.880941,0.845702,0.8773854,0.9840884,0.8973528,0.9152836,0.7627116,0.8766954,0.926641,0.8269474,0.827282,0.7286168,0.7587672,0.9650322,0.865915,0.8817074,0.57182,0.7573,0.66548,0.65008,0.58708,0.67202,0.70998,0.69428,0.58452,0.69338,0.95411,ndvi_anomaly,0.9723818,0.9994872,0.9856868,0.969357,0.9889208,1.0131172,0.980812,0.976552,1,1,1,1,1,1,1,1,1,1
2022-07-11,0.376441803,0.479404449,0.329876976,0.382837029,0.348030243,0.321431236,0.405762482,0.624235344,0.370555725,0.534793396,0.509398956,0.540204163,0.385479279,0.615308838,0.444155121,0.483837318,0.46901619,0.588526649,0.533336449,0.621450958,32.11935484,30.06451613,2.10766129,1.245511521,-0.345806452,1.608225806,0.872252304,1.389193548,0.415322581,2.483225806,1.102129032,-0.209784946,0.204677419,0.173655914,0.378870968,0.060403226,-0.253790323,0.121290323,0.437741935,0.807983871,0.135806452,0.241935484,3.840322581,0.634754098,1.617580645,0.698709677,1.584354839,2.396065574,0.484516129,1.609032258,0.140491803,0.578709677,0.177096774,0.644347826,1.394677419,2.240163934,2.538709677,269,0,194,0,0,11,0,0,0,0,1,0,1,1,2,0,1,0,3,3,1,113.26,14.58749,46.55777,40.40227,44.88606,31.76902,30.80376,26.49855,35.34459,34.89877,47.52497,0.8256059,0.8907825,0.911752,0.952029,0.894024,0.864688,0.8928948,1.0241578,0.9225176,0.9417157,0.7643187,0.8803858,0.9329725,0.8321748,0.8303015,0.7313416,0.7607479,0.9754354,0.87222,0.8877618,0.57204,0.7576,0.66596,0.65036,0.58816,0.67169,0.70976,0.69436,0.58494,0.69436,0.95614,ndvi_anomaly,0.9738136,1.0003949,0.9866021,0.9697755,0.9891421,1.0144764,0.982646,0.978096,1,1,1,1,1,1,1,1,1,1
2022-07-12,0.385397949,0.473785019,0.34132431,0.376872139,0.337899742,0.289305172,0.4055233,0.585681419,0.372571144,0.557985115,0.50746479,0.536003342,0.408852386,0.603379021,0.448675156,0.494160843,0.460870743,0.604052773,0.535855713,0.638702393,32.18387097,30.11290323,2.090604839,1.26881106,-0.309274194,1.567096774,0.897419355,1.373225806,0.438709677,2.440430108,1.103483871,-0.194193548,0.223790323,0.168709677,0.354516129,0.085053763,-0.23483871,0.14983871,0.442365591,0.833064516,0.166774194,0.252258065,3.758709677,0.665163934,1.569677419,0.73016129,1.597580645,2.377622951,0.546935484,1.633870968,0.119672131,0.57016129,0.231612903,0.658913043,1.411290323,2.236557377,2.50016129,294,0,198,0,0,11,0,0,0,4,1,0,1,1,2,0,1,0,3,3,1,113.26,14.87776,46.71558,42.63148,45.83934,32.48688,30.59244,26.1514,37.85536,36.43048,49.44088,0.8382086,0.918496,0.948734,0.970736,0.907107,0.883674,0.9084042,1.0642272,0.9476824,0.9681478,0.7659258,0.8840762,0.939304,0.8374022,0.833321,0.7340664,0.7627286,0.9858386,0.878525,0.8938162,0.57226,0.7579,0.66644,0.65064,0.58924,0.67136,0.70954,0.69444,0.58536,0.69534,0.95817,ndvi_anomaly,0.9752454,1.0013026,0.9875174,0.970194,0.9893634,1.0158356,0.98448,0.97964,1,1,1,1,1,1,1,1,1,1
2022-07-13,0.4098069,0.463378143,0.334818802,0.374615707,0.322812958,0.240088577,0.421727486,0.572523232,0.391293106,0.553381577,0.525821571,0.537983856,0.406449127,0.602174911,0.428055992,0.499625893,0.505831223,0.557795258,0.548067017,0.652356949,32.2483871,30.16129032,2.073548387,1.292110599,-0.272741935,1.525967742,0.922586406,1.357258065,0.462096774,2.397634409,1.10483871,-0.178602151,0.242903226,0.163763441,0.33016129,0.109704301,-0.215887097,0.178387097,0.446989247,0.858145161,0.197741935,0.262580645,3.677096774,0.69557377,1.521774194,0.761612903,1.610806452,2.359180328,0.609354839,1.658709677,0.098852459,0.561612903,0.286129032,0.673478261,1.427903226,2.23295082,2.461612903,322,0,198,0,0,11,0,0,0,4,1,0,1,1,2,0,1,0,3,3,1,113.5333333,15.16803,46.87339,44.86069,46.79262,33.20474,30.38112,25.80425,40.36613,37.96219,51.35679,0.8508113,0.9462095,0.985716,0.989443,0.92019,0.90266,0.9239136,1.1042966,0.9728472,0.9945799,0.7675329,0.8877666,0.9456355,0.8426296,0.8363405,0.7367912,0.7647093,0.9962418,0.88483,0.8998706,0.57248,0.7582,0.66692,0.65092,0.59032,0.67103,0.70932,0.69452,0.58578,0.69632,0.9602,ndvi_anomaly,0.9766772,1.0022103,0.9884327,0.9706125,0.9895847,1.0171948,0.986314,0.981184,1,1,1,1,1,1,1,1,1,1
